case_code	category_code	category_text
8	NJX	Nature-- Burns (heat, chemical, etc.)	
8	NKX	Nature-- Multiple traumatic injuries	
8	NLX	Nature-- Intracranial injuries and injuries to internal organs	
8	O00	Occupation-- Management, Professional, and Related Occupations (11--29)	
8	O10	Occupation-- Management, Business, and Financial Occupations (11--13)	
8	O11	Occupation-- Management Occupations	
8	O13	Occupation-- Business and Financial Operations Occupations	
8	O17	Occupation-- Architecture and Engineering Occupations	
8	O19	Occupation-- Life, Physical, and Social Science Occupations	
8	O20	Occupation-- Professional and Related Occupations (15--29)	
8	O21	Occupation-- Community and Social Services Occupations	
8	O23	Occupation-- Legal Occupations	
8	O25	Occupation-- Education, Training, and Library Occupations	
8	O27	Occupation-- Arts, Design, Entertainment, Sports, and Media Occupations	
8	O29	Occupation-- Healthcare Practitioner and Technical Occupations	
8	O30	Occupation-- Service Occupations (31--39)	
8	O31	Occupation-- Healthcare Support Occupations	
8	O33	Occupation-- Protective Service Occupations	
8	O35	Occupation-- Food Preparation and Serving Related Occupations	
8	O37	Occupation-- Building and Grounds Cleaning and Maintenance Occupations	
8	O39	Occupation-- Personal Care and Service Occupations	
8	O40	Occupation-- Sales and Office Occupations (41--43)	
8	O43	Occupation-- Office and Administrative Support Occupations	
8	O44	Occupation-- Natural Resources, Construction, and Maintenance Occupations (45--49)	
8	O45	Occupation-- Farming, Fishing, and Forestry Occupations	
8	O47	Occupation-- Construction and Extraction Occupations	
8	O49	Occupation-- Installation, Maintenance, and Repair Occupations	
8	O50	Occupation-- Production, Transportation, and Material Moving Occupations (51--53)	
8	O51	Occupation-- Production Occupations	
8	O53	Occupation-- Transportation and Material Moving Occupations	
8	PAX	Part-- Head	
8	PBX	Part-- Trunk	
8	PCX	Part-- Chest	
8	PDX	Part-- Back	
8	PEX	Part-- Neck	
8	PFX	Part-- Lower extremities	
8	PGX	Part-- Upper extremities	
8	PHX	Part-- Body systems	
8	PIX	Part-- Multiple	
8	RAX	Race-- White	
8	RBX	Race-- Black	
8	RCX	Race-- American Indian, Aleut, Eskimo	
8	RDX	Race-- Asian	
8	RIX	Race-- Hispanic	
8	SAX	Primary source of injury-- Vehicles	
8	SBX	Primary source of injury-- Highway vehicles	
8	SCX	Primary source of injury-- Automobiles	
8	SDX	Primary source of injury-- Trucks	
8	SEX	Primary source of injury-- Plant vehicles	
8	SGX	Primary source of injury-- Tractors	
8	SHX	Primary source of injury-- Structures	
8	SIX	Primary source of injury-- Floors	
8	SJX	Primary source of injury-- Machinery	
8	SKX	Primary source of injury-- Agricultural machinery	
8	SLX	Primary source of injury-- Construction & mining machinery	
8	SMX	Primary source of injury-- Material handling machinery	
8	SNX	Primary source of injury-- Parts & materials	
8	SOX	Primary source of injury-- Machine, tool, & electric parts	
8	SPX	Primary source of injury-- Persons, plants, etc.	
8	SQX	Primary source of injury-- Other persons	
8	SSX	Primary source of injury-- Co-worker	
8	STX	Primary source of injury-- Trees, logs	
8	SUX	Primary source of injury-- Chemicals	
8	SVX	Primary source of injury-- Tools, instruments, & equipment	
8	SWX	Primary source of injury-- Containers	
8	SXX	Primary source of injury-- All other sources	
8	SYX	Primary source of injury-- Bullets	
8	SZX	Primary source of injury-- Fire	
8	TAX	Secondary source of injury-- Vehicles	
8	TBX	Secondary source of injury-- Highway vehicles	
8	TDX	Secondary source of injury-- Structures & surfaces	
8	TEX	Secondary source of injury-- Floors	
8	TFX	Secondary source of injury-- Structures	
8	TGX	Secondary source of injury-- Machinery	
8	THX	Secondary source of injury-- Parts & materials	
8	TIX	Secondary source of injury-- Machine, tool, & electric parts	
8	TJX	Secondary source of injury-- Persons, plants, etc.	
8	TKX	Secondary source of injury-- Other persons	
8	TLX	Secondary source of injury-- Robber	
8	TMX	Secondary source of injury-- Co-worker	
8	TNX	Secondary source of injury-- Trees, logs	
8	TOX	Secondary source of injury-- Chemicals	
8	TPX	Secondary source of injury-- Tools, instruments, & equipment	
8	TQX	Secondary source of injury-- Containers	
8	TRX	Secondary source of injury-- Other sources	
8	TSX	Secondary source of injury-- Liquids	
8	TTX	Secondary source of injury-- Not reported	
8	WAX	Worker status-- Wage and salary	
8	XAX	Worker activity-- Transporting	
8	XBX	Worker activity-- Tool use	
8	XCX	Worker activity-- Constructing	
8	XDX	Worker activity-- Protecting	
8	XEX	Worker activity-- Handling	
8	XFX	Worker activity-- Physical	
8	XGX	Worker activity-- Other	
8	XIX	Worker activity-- Not reported	
8	YAX	Worker location-- Residence	
8	YBX	Worker location-- Farm	
8	YDX	Worker location-- Industrial area	
8	YEX	Worker location-- Recreation area	
8	YFX	Worker location-- Street	
8	YGX	Worker location-- Public building	
8	YHX	Worker location-- Institution	
8	YIX	Worker location-- Other or not reported	
9	00X	Ownership-- All	
9	05X	Ownership-- All government	
9	ACX	Age group-- 18-19	
9	ADX	Age group-- 20-24	
9	AEX	Age group-- 25-34	
9	AFX	Age group-- 35-44	
9	AGX	Age group-- 45-54	
9	AHX	Age group-- 55-64	
9	AIX	Age group-- 65 & older	
9	E1X	Event or exposure-- Shooting	
9	E2X	Event or exposure-- Other homicides	
9	E3X	Event or exposure-- Self-inflicted injuries	
9	E4X	Event or exposure-- Other events or exposures	
9	EAX	Event or exposure-- Contact with objects & equipment	
9	EBX	Event or exposure-- Struck by object	
9	ECX	Event or exposure-- Struck by falling object	
9	EDX	Event or exposure-- Caught in equipment or object	
9	EEX	Event or exposure-- Caught in running equipment or machinery	
9	EFX	Event or exposure-- Falls	
9	EGX	Event or exposure-- Fall to lower level	
9	EHX	Event or exposure-- Fall from ladder	
9	EIX	Event or exposure-- Fall from roof	
9	EKX	Event or exposure-- Harmful substances or environments	
9	ELX	Event or exposure-- Contact with current	
9	EMX	Event or exposure-- Caustic, noxious substances	
9	ENX	Event or exposure-- Oxygen deficiency	
9	EOX	Event or exposure-- Transportation incident	
9	EPX	Event or exposure-- Highway transportation incident	
9	EQX	Event or exposure-- Collision between vehicles	
9	ERX	Event or exposure-- Noncollision highway incident	
9	ESX	Event or exposure-- Nonhighway transportation incident	
9	ETX	Event or exposure-- Overturned, nonhighway	
9	EUX	Event or exposure-- Struck by vehicle	
9	EVX	Event or exposure-- Other transportation incidents	
9	EWX	Event or exposure-- Aircraft incidents	
9	EXX	Event or exposure-- Fires & explosions	
9	EYX	Event or exposure-- Assaults	
9	EZX	Event or exposure-- Homicides	
9	GFX	Gender-- Female	
9	GMX	Gender-- Male	
9	NAX	Nature-- Intracranial injuries	
9	NBX	Nature-- Other traumatic injuries	
9	NCX	Nature-- Internal injuries	
9	NDX	Nature-- Asphyxiations, suffocations	
9	NEX	Nature-- Drownings	
9	NFX	Nature-- Electrocutions	
9	NGX	Nature-- Poisonings, toxic effects	
9	NHX	Nature-- Open wounds	
9	NIX	Nature-- Gunshot wounds	
9	NJX	Nature-- Burns (heat, chemical, etc.)	
9	NKX	Nature-- Multiple traumatic injuries	
9	NLX	Nature-- Intracranial injuries and injuries to internal organs	
9	O00	Occupation-- Management, Professional, and Related Occupations (11--29)	
9	O10	Occupation-- Management, Business, and Financial Occupations (11--13)	
9	O11	Occupation-- Management Occupations	
9	O13	Occupation-- Business and Financial Operations Occupations	
9	O15	Occupation-- Computer and Mathematical Occupations	
9	O17	Occupation-- Architecture and Engineering Occupations	
9	O19	Occupation-- Life, Physical, and Social Science Occupations	
9	O20	Occupation-- Professional and Related Occupations (15--29)	
9	O21	Occupation-- Community and Social Services Occupations	
9	O23	Occupation-- Legal Occupations	
9	O25	Occupation-- Education, Training, and Library Occupations	
9	O27	Occupation-- Arts, Design, Entertainment, Sports, and Media Occupations	
9	O29	Occupation-- Healthcare Practitioner and Technical Occupations	
9	O30	Occupation-- Service Occupations (31--39)	
9	O31	Occupation-- Healthcare Support Occupations	
9	O33	Occupation-- Protective Service Occupations	
9	O35	Occupation-- Food Preparation and Serving Related Occupations	
9	O37	Occupation-- Building and Grounds Cleaning and Maintenance Occupations	
9	O39	Occupation-- Personal Care and Service Occupations	
9	O40	Occupation-- Sales and Office Occupations (41--43)	
9	O41	Occupation-- Sales and Related Occupations	
9	O43	Occupation-- Office and Administrative Support Occupations	
9	O44	Occupation-- Natural Resources, Construction, and Maintenance Occupations (45--49)	
9	O45	Occupation-- Farming, Fishing, and Forestry Occupations	
9	O47	Occupation-- Construction and Extraction Occupations	
9	O49	Occupation-- Installation, Maintenance, and Repair Occupations	
9	O50	Occupation-- Production, Transportation, and Material Moving Occupations (51--53)	
9	O51	Occupation-- Production Occupations	
9	O53	Occupation-- Transportation and Material Moving Occupations	
9	O55	Occupation-- Military Specific Occupations	
9	PAX	Part-- Head	
9	PBX	Part-- Trunk	
9	PCX	Part-- Chest	
9	PDX	Part-- Back	
9	PEX	Part-- Neck	
9	PFX	Part-- Lower extremities	
9	PGX	Part-- Upper extremities	
9	PHX	Part-- Body systems	
9	PIX	Part-- Multiple	
9	RAX	Race-- White	
9	RBX	Race-- Black	
9	RCX	Race-- American Indian, Aleut, Eskimo	
9	RDX	Race-- Asian	
9	RGX	Race-- Multiple	
9	RHX	Race-- Other or not reported	
9	RIX	Race-- Hispanic	
9	SAX	Primary source of injury-- Vehicles	
9	SBX	Primary source of injury-- Highway vehicles	
9	SCX	Primary source of injury-- Automobiles	
9	SDX	Primary source of injury-- Trucks	
9	SEX	Primary source of injury-- Plant vehicles	
9	SGX	Primary source of injury-- Tractors	
9	SHX	Primary source of injury-- Structures	
9	SIX	Primary source of injury-- Floors	
9	SJX	Primary source of injury-- Machinery	
9	SKX	Primary source of injury-- Agricultural machinery	
9	SLX	Primary source of injury-- Construction & mining machinery	
9	SMX	Primary source of injury-- Material handling machinery	
9	SNX	Primary source of injury-- Parts & materials	
9	SOX	Primary source of injury-- Machine, tool, & electric parts	
9	SPX	Primary source of injury-- Persons, plants, etc.	
9	SQX	Primary source of injury-- Other persons	
9	SSX	Primary source of injury-- Co-worker	
9	STX	Primary source of injury-- Trees, logs	
9	SUX	Primary source of injury-- Chemicals	
9	SVX	Primary source of injury-- Tools, instruments, & equipment	
9	SWX	Primary source of injury-- Containers	
9	SXX	Primary source of injury-- All other sources	
9	SYX	Primary source of injury-- Bullets	
9	SZX	Primary source of injury-- Fire	
9	TAX	Secondary source of injury-- Vehicles	
9	TBX	Secondary source of injury-- Highway vehicles	
9	TDX	Secondary source of injury-- Structures & surfaces	
9	TEX	Secondary source of injury-- Floors	
9	TFX	Secondary source of injury-- Structures	
9	TGX	Secondary source of injury-- Machinery	
9	THX	Secondary source of injury-- Parts & materials	
9	TIX	Secondary source of injury-- Machine, tool, & electric parts	
9	TJX	Secondary source of injury-- Persons, plants, etc.	
9	TKX	Secondary source of injury-- Other persons	
9	TLX	Secondary source of injury-- Robber	
9	TMX	Secondary source of injury-- Co-worker	
9	TNX	Secondary source of injury-- Trees, logs	
9	TOX	Secondary source of injury-- Chemicals	
9	TPX	Secondary source of injury-- Tools, instruments, & equipment	
9	TQX	Secondary source of injury-- Containers	
9	TRX	Secondary source of injury-- Other sources	
9	TSX	Secondary source of injury-- Liquids	
9	TTX	Secondary source of injury-- Not reported	
9	WAX	Worker status-- Wage and salary	
9	XAX	Worker activity-- Transporting	
9	XBX	Worker activity-- Tool use	
9	XCX	Worker activity-- Constructing	
9	XDX	Worker activity-- Protecting	
9	XEX	Worker activity-- Handling	
9	XFX	Worker activity-- Physical	
9	XGX	Worker activity-- Other	
9	XIX	Worker activity-- Not reported	
9	YAX	Worker location-- Residence	
9	YBX	Worker location-- Farm	
9	YDX	Worker location-- Industrial area	
9	YEX	Worker location-- Recreation area	
9	YFX	Worker location-- Street	
9	YGX	Worker location-- Public building	
9	YHX	Worker location-- Institution	
9	YIX	Worker location-- Other or not reported	
E	00X	Ownership-- All	
E	05X	Ownership-- All government	
E	10X	Ownership-- Federal government	
E	20X	Ownership-- State government	
E	30X	Ownership-- Local government	
E	50X	Ownership-- Private industry	
E	AAX	Age group-- 15 & under	
E	ABX	Age group-- 16-17	
E	ACX	Age group-- 18-19	
E	ADW	Private industry-- Administration and support and waste management and remediation services	
E	ADX	Age group-- 20-24	
E	AER	Private industry-- Arts, entertainment, and recreation	
E	AEX	Age group-- 25-34	
E	AFH	Private industry-- Agriculture, forestry, fishing, and hunting	
E	AFS	Private industry-- Accommodation and food services	
E	AFX	Age group-- 35-44	
E	AGX	Age group-- 45-54	
E	AHX	Age group-- 55-64	
E	AIX	Age group-- 65 & older	
E	CON	Private industry-- Construction	
E	EDS	Private industry-- Educational services	
E	EHS	Private industry-- Education and health services	
E	FIA	Private industry-- Financial activities	
E	FIN	Private industry-- Finance and insurance	
E	GFX	Gender-- Female	
E	GMX	Gender-- Male	
E	GP1	Private industry-- Goods producing	
E	HSA	Private industry-- Health care and social assistance	
E	INF	Private industry-- Information	
E	LEH	Private industry-- Leisure and hospitality	
E	MCE	Private industry-- Management of companies and enterprises	
E	MFG	Private industry-- Manufacturing	
E	MIN	Private industry-- Mining	
E	NAX	Nature-- Intracranial injuries	
E	NBX	Nature-- Other traumatic injuries	
E	NCX	Nature-- Internal injuries	
E	NDX	Nature-- Asphyxiations, suffocations	
E	NEX	Nature-- Drownings	
E	NFX	Nature-- Electrocutions	
E	NGX	Nature-- Poisonings, toxic effects	
E	NHX	Nature-- Open wounds	
E	NIX	Nature-- Gunshot wounds	
E	NJX	Nature-- Burns (heat, chemical, etc.)	
E	NKX	Nature-- Multiple traumatic injuries	
E	NLX	Nature-- Intracranial injuries and injuries to internal organs	
E	NRM	Private industry-- Natural resources and mining	
E	O00	Occupation-- Management, Professional, and Related Occupations (11--29)	
E	O10	Occupation-- Management, Business, and Financial Occupations (11--13)	
E	O11	Occupation-- Management Occupations	
E	O13	Occupation-- Business and Financial Operations Occupations	
E	O15	Occupation-- Computer and Mathematical Occupations	
E	O17	Occupation-- Architecture and Engineering Occupations	
E	O19	Occupation-- Life, Physical, and Social Science Occupations	
E	O20	Occupation-- Professional and Related Occupations (15--29)	
E	O21	Occupation-- Community and Social Services Occupations	
E	O23	Occupation-- Legal Occupations	
E	O25	Occupation-- Education, Training, and Library Occupations	
E	O27	Occupation-- Arts, Design, Entertainment, Sports, and Media Occupations	
E	O29	Occupation-- Healthcare Practitioner and Technical Occupations	
E	O30	Occupation-- Service Occupations (31--39)	
E	O31	Occupation-- Healthcare Support Occupations	
E	O33	Occupation-- Protective Service Occupations	
E	O35	Occupation-- Food Preparation and Serving Related Occupations	
E	O37	Occupation-- Building and Grounds Cleaning and Maintenance Occupations	
E	O39	Occupation-- Personal Care and Service Occupations	
E	O40	Occupation-- Sales and Office Occupations (41--43)	
E	O41	Occupation-- Sales and Related Occupations	
E	O43	Occupation-- Office and Administrative Support Occupations	
E	O44	Occupation-- Natural Resources, Construction, and Maintenance Occupations (45--49)	
E	O45	Occupation-- Farming, Fishing, and Forestry Occupations	
E	O47	Occupation-- Construction and Extraction Occupations	
E	O49	Occupation-- Installation, Maintenance, and Repair Occupations	
E	O50	Occupation-- Production, Transportation, and Material Moving Occupations (51--53)	
E	O51	Occupation-- Production Occupations	
E	O53	Occupation-- Transportation and Material Moving Occupations	
E	O55	Occupation-- Military Specific Occupations	
E	OTS	Private industry-- Other services	
E	PAX	Part-- Head	
E	PBS	Private industry-- Professional and business services	
E	PBX	Part-- Trunk	
E	PCX	Part-- Chest	
E	PDX	Part-- Back	
E	PEX	Part-- Neck	
E	PFX	Part-- Lower extremities	
E	PGX	Part-- Upper extremities	
E	PHX	Part-- Body systems	
E	PIX	Part-- Multiple	
E	PST	Private industry-- Professional, scientific, and technical services	
E	RAX	Race-- White	
E	RBX	Race-- Black	
E	RCX	Race-- American Indian, Aleut, Eskimo	
E	RDX	Race-- Asian	
E	RET	Private industry-- Retail trade	
E	REX	Race-- Pacific Islander	
E	RGX	Race-- Multiple	
E	RHX	Race-- Other or not reported	
E	RIX	Race-- Hispanic	
E	RRL	Private industry-- Real estate and rental and leasing	
E	SAX	Primary source of injury-- Vehicles	
E	SBX	Primary source of injury-- Highway vehicles	
E	SCX	Primary source of injury-- Automobiles	
E	SDX	Primary source of injury-- Trucks	
E	SEX	Primary source of injury-- Plant vehicles	
E	SFX	Primary source of injury-- Forklifts	
E	SGX	Primary source of injury-- Tractors	
E	SHX	Primary source of injury-- Structures	
E	SIX	Primary source of injury-- Floors	
E	SJX	Primary source of injury-- Machinery	
E	SKX	Primary source of injury-- Agricultural machinery	
E	SLX	Primary source of injury-- Construction & mining machinery	
E	SMX	Primary source of injury-- Material handling machinery	
E	SNX	Primary source of injury-- Parts & materials	
E	SOX	Primary source of injury-- Machine, tool, & electric parts	
E	SP1	Private industry-- Service producing	
E	SPX	Primary source of injury-- Persons, plants, etc.	
E	SQX	Primary source of injury-- Other persons	
E	SRX	Primary source of injury-- Robber	
E	SSX	Primary source of injury-- Co-worker	
E	STX	Primary source of injury-- Trees, logs	
E	SUX	Primary source of injury-- Chemicals	
E	SVX	Primary source of injury-- Tools, instruments, & equipment	
E	SWX	Primary source of injury-- Containers	
E	SXX	Primary source of injury-- All other sources	
E	SYX	Primary source of injury-- Bullets	
E	SZX	Primary source of injury-- Fire	
E	TAX	Secondary source of injury-- Vehicles	
E	TBX	Secondary source of injury-- Highway vehicles	
E	TCX	Secondary source of injury-- Plant vehicles	
E	TDX	Secondary source of injury-- Structures & surfaces	
E	TEX	Secondary source of injury-- Floors	
E	TFX	Secondary source of injury-- Structures	
E	TGX	Secondary source of injury-- Machinery	
E	THX	Secondary source of injury-- Parts & materials	
E	TIX	Secondary source of injury-- Machine, tool, & electric parts	
E	TJX	Secondary source of injury-- Persons, plants, etc.	
E	TKX	Secondary source of injury-- Other persons	
E	TLX	Secondary source of injury-- Robber	
E	TMX	Secondary source of injury-- Co-worker	
E	TNX	Secondary source of injury-- Trees, logs	
E	TOX	Secondary source of injury-- Chemicals	
E	TPX	Secondary source of injury-- Tools, instruments, & equipment	
E	TQX	Secondary source of injury-- Containers	
E	TRW	Private industry-- Transportation and warehousing	
E	TRX	Secondary source of injury-- Other sources	
E	TSX	Secondary source of injury-- Liquids	
E	TTU	Private industry-- Trade, transportation, and utilities	
E	TTX	Secondary source of injury-- Not reported	
E	UTL	Private industry -- Utilities	
E	WAX	Worker status-- Wage and salary	
E	WBX	Worker status-- Self-employed	
E	WHT	Private industry-- Wholesale trade	
E	XAX	Worker activity-- Transporting	
E	XBX	Worker activity-- Tool use	
E	XCX	Worker activity-- Constructing	
E	XDX	Worker activity-- Protecting	
E	XEX	Worker activity-- Handling	
E	XFX	Worker activity-- Physical	
E	XGX	Worker activity-- Other	
E	XHX	Worker activity-- Tending	
E	XIX	Worker activity-- Not reported	
E	YAX	Worker location-- Residence	
E	YBX	Worker location-- Farm	
E	YCX	Worker location-- Mine	
E	YDX	Worker location-- Industrial area	
E	YEX	Worker location-- Recreation area	
E	YFX	Worker location-- Street	
E	YGX	Worker location-- Public building	
E	YHX	Worker location-- Institution	
E	YIX	Worker location-- Other or not reported	
G	00X	Ownership-- All	
G	05X	Ownership-- All government	
G	10X	Ownership-- Federal government	
G	20X	Ownership-- State government	
G	30X	Ownership-- Local government	
G	ACX	Age group-- 18-19	
G	ADX	Age group-- 20-24	
G	AEX	Age group-- 25-34	
G	AFX	Age group-- 35-44	
G	AGX	Age group-- 45-54	
G	AHX	Age group-- 55-64	
G	AIX	Age group-- 65 & older	
G	E1X	Event or exposure-- Shooting	
G	E2X	Event or exposure-- Other homicides	
G	E3X	Event or exposure-- Self-inflicted injuries	
G	E4X	Event or exposure-- Other events or exposures	
G	EAX	Event or exposure-- Contact with objects & equipment	
G	EBX	Event or exposure-- Struck by object	
G	ECX	Event or exposure-- Struck by falling object	
G	EDX	Event or exposure-- Caught in equipment or object	
G	EEX	Event or exposure-- Caught in running equipment or machinery	
G	EFX	Event or exposure-- Falls	
G	EGX	Event or exposure-- Fall to lower level	
G	EHX	Event or exposure-- Fall from ladder	
G	EIX	Event or exposure-- Fall from roof	
G	EKX	Event or exposure-- Harmful substances or environments	
G	ELX	Event or exposure-- Contact with current	
G	EMX	Event or exposure-- Caustic, noxious substances	
G	ENX	Event or exposure-- Oxygen deficiency	
G	EOX	Event or exposure-- Transportation incident	
G	EPX	Event or exposure-- Highway transportation incident	
G	EQX	Event or exposure-- Collision between vehicles	
G	ERX	Event or exposure-- Noncollision highway incident	
G	ESX	Event or exposure-- Nonhighway transportation incident	
G	ETX	Event or exposure-- Overturned, nonhighway	
G	EUX	Event or exposure-- Struck by vehicle	
G	EVX	Event or exposure-- Other transportation incidents	
G	EWX	Event or exposure-- Aircraft incidents	
G	EXX	Event or exposure-- Fires & explosions	
G	EYX	Event or exposure-- Assaults	
G	EZX	Event or exposure-- Homicides	
G	GFX	Gender-- Female	
G	GMX	Gender-- Male	
G	NAX	Nature-- Intracranial injuries	
G	NBX	Nature-- Other traumatic injuries	
G	NCX	Nature-- Internal injuries	
G	NDX	Nature-- Asphyxiations, suffocations	
G	NEX	Nature-- Drownings	
G	NFX	Nature-- Electrocutions	
G	NGX	Nature-- Poisonings, toxic effects	
G	NHX	Nature-- Open wounds	
G	NIX	Nature-- Gunshot wounds	
G	NJX	Nature-- Burns (heat, chemical, etc.)	
G	NKX	Nature-- Multiple traumatic injuries	
G	NLX	Nature-- Intracranial injuries and injuries to internal organs	
G	PAX	Part-- Head	
G	PBX	Part-- Trunk	
G	PCX	Part-- Chest	
G	PDX	Part-- Back	
G	PEX	Part-- Neck	
G	PFX	Part-- Lower extremities	
G	PGX	Part-- Upper extremities	
G	PHX	Part-- Body systems	
G	PIX	Part-- Multiple	
G	RAX	Race-- White	
G	RBX	Race-- Black	
G	RCX	Race-- American Indian, Aleut, Eskimo	
G	RDX	Race-- Asian	
G	RGX	Race-- Multiple	
G	RHX	Race-- Other or not reported	
G	RIX	Race-- Hispanic	
G	SAX	Primary source of injury-- Vehicles	
G	SBX	Primary source of injury-- Highway vehicles	
G	SCX	Primary source of injury-- Automobiles	
G	SDX	Primary source of injury-- Trucks	
G	SEX	Primary source of injury-- Plant vehicles	
G	SGX	Primary source of injury-- Tractors	
G	SHX	Primary source of injury-- Structures	
G	SIX	Primary source of injury-- Floors	
G	SJX	Primary source of injury-- Machinery	
G	SKX	Primary source of injury-- Agricultural machinery	
G	SLX	Primary source of injury-- Construction & mining machinery	
G	SMX	Primary source of injury-- Material handling machinery	
G	SNX	Primary source of injury-- Parts & materials	
G	SOX	Primary source of injury-- Machine, tool, & electric parts	
G	SPX	Primary source of injury-- Persons, plants, etc.	
G	SQX	Primary source of injury-- Other persons	
G	SSX	Primary source of injury-- Co-worker	
G	STX	Primary source of injury-- Trees, logs	
G	SUX	Primary source of injury-- Chemicals	
G	SVX	Primary source of injury-- Tools, instruments, & equipment	
G	SWX	Primary source of injury-- Containers	
G	SXX	Primary source of injury-- All other sources	
G	SYX	Primary source of injury-- Bullets	
G	SZX	Primary source of injury-- Fire	
G	TAX	Secondary source of injury-- Vehicles	
G	TBX	Secondary source of injury-- Highway vehicles	
G	TDX	Secondary source of injury-- Structures & surfaces	
G	TEX	Secondary source of injury-- Floors	
G	TFX	Secondary source of injury-- Structures	
G	TGX	Secondary source of injury-- Machinery	
G	THX	Secondary source of injury-- Parts & materials	
G	TIX	Secondary source of injury-- Machine, tool, & electric parts	
G	TJX	Secondary source of injury-- Persons, plants, etc.	
G	TKX	Secondary source of injury-- Other persons	
G	TLX	Secondary source of injury-- Robber	
G	TMX	Secondary source of injury-- Co-worker	
G	TNX	Secondary source of injury-- Trees, logs	
G	TOX	Secondary source of injury-- Chemicals	
G	TPX	Secondary source of injury-- Tools, instruments, & equipment	
G	TQX	Secondary source of injury-- Containers	
G	TRX	Secondary source of injury-- Other sources	
G	TSX	Secondary source of injury-- Liquids	
G	TTX	Secondary source of injury-- Not reported	
G	WAX	Worker status-- Wage and salary	
G	XAX	Worker activity-- Transporting	
G	XBX	Worker activity-- Tool use	
G	XCX	Worker activity-- Constructing	
G	XDX	Worker activity-- Protecting	
G	XEX	Worker activity-- Handling	
G	XFX	Worker activity-- Physical	
G	XGX	Worker activity-- Other	
G	XIX	Worker activity-- Not reported	
G	YAX	Worker location-- Residence	
G	YBX	Worker location-- Farm	
G	YDX	Worker location-- Industrial area	
G	YEX	Worker location-- Recreation area	
G	YFX	Worker location-- Street	
G	YGX	Worker location-- Public building	
G	YHX	Worker location-- Institution	
G	YIX	Worker location-- Other or not reported	
O	00X	Ownership-- All	
O	05X	Ownership-- All government	
O	10X	Ownership-- Federal government	
O	20X	Ownership-- State government	
O	30X	Ownership-- Local government	
O	50X	Ownership-- Private industry	
O	AAX	Age group-- 15 & under	
O	ABX	Age group-- 16-17	
O	ACX	Age group-- 18-19	
O	ADW	Private industry-- Administration and support and waste management and remediation services	
O	ADX	Age group-- 20-24	
O	AER	Private industry-- Arts, entertainment, and recreation	
O	AEX	Age group-- 25-34	
O	AFH	Private industry-- Agriculture, forestry, fishing, and hunting	
O	AFS	Private industry-- Accommodation and food services	
O	AFX	Age group-- 35-44	
O	AGX	Age group-- 45-54	
O	AHX	Age group-- 55-64	
O	AIX	Age group-- 65 & older	
O	CON	Private industry-- Construction	
O	E1X	Event or exposure-- Shooting	
O	E2X	Event or exposure-- Other homicides	
O	E3X	Event or exposure-- Self-inflicted injuries	
O	E4X	Event or exposure-- Other events or exposures	
O	EAX	Event or exposure-- Contact with objects & equipment	
O	EBX	Event or exposure-- Struck by object	
O	ECX	Event or exposure-- Struck by falling object	
O	EDS	Private industry-- Educational services	
O	EDX	Event or exposure-- Caught in equipment or object	
O	EEX	Event or exposure-- Caught in running equipment or machinery	
O	EFX	Event or exposure-- Falls	
O	EGX	Event or exposure-- Fall to lower level	
O	EHS	Private industry-- Education and health services	
O	EHX	Event or exposure-- Fall from ladder	
O	EIX	Event or exposure-- Fall from roof	
O	EJX	Event or exposure-- Fall from scaffold	
O	EKX	Event or exposure-- Harmful substances or environments	
O	ELX	Event or exposure-- Contact with current	
O	EMX	Event or exposure-- Caustic, noxious substances	
O	ENX	Event or exposure-- Oxygen deficiency	
O	EOX	Event or exposure-- Transportation incident	
O	EPX	Event or exposure-- Highway transportation incident	
O	EQX	Event or exposure-- Collision between vehicles	
O	ERX	Event or exposure-- Noncollision highway incident	
O	ESX	Event or exposure-- Nonhighway transportation incident	
O	ETX	Event or exposure-- Overturned, nonhighway	
O	EUX	Event or exposure-- Struck by vehicle	
O	EVX	Event or exposure-- Other transportation incidents	
O	EWX	Event or exposure-- Aircraft incidents	
O	EXX	Event or exposure-- Fires & explosions	
O	EYX	Event or exposure-- Assaults	
O	EZX	Event or exposure-- Homicides	
O	FIA	Private industry-- Financial activities	
O	FIN	Private industry-- Finance and insurance	
O	GFX	Gender-- Female	
O	GMX	Gender-- Male	
O	GP1	Private industry-- Goods producing	
O	HSA	Private industry-- Health care and social assistance	
O	INF	Private industry-- Information	
O	LEH	Private industry-- Leisure and hospitality	
O	MCE	Private industry-- Management of companies and enterprises	
O	MFG	Private industry-- Manufacturing	
O	MIN	Private industry-- Mining	
O	NAX	Nature-- Intracranial injuries	
O	NBX	Nature-- Other traumatic injuries	
O	NCX	Nature-- Internal injuries	
O	NDX	Nature-- Asphyxiations, suffocations	
O	NEX	Nature-- Drownings	
O	NFX	Nature-- Electrocutions	
O	NGX	Nature-- Poisonings, toxic effects	
O	NHX	Nature-- Open wounds	
O	NIX	Nature-- Gunshot wounds	
O	NJX	Nature-- Burns (heat, chemical, etc.)	
O	NKX	Nature-- Multiple traumatic injuries	
O	NLX	Nature-- Intracranial injuries and injuries to internal organs	
O	NRM	Private industry-- Natural resources and mining	
O	OTS	Private industry-- Other services	
O	PAX	Part-- Head	
O	PBS	Private industry-- Professional and business services	
O	PBX	Part-- Trunk	
O	PCX	Part-- Chest	
O	PDX	Part-- Back	
