industry_code	product_code	product_name
2041	#126     	Flour shipped for further processing (blending, use in mixes and doughs)
2041	#127     	Flour shipped for processing into other food products
2041	#129     	Flour shipped to blenders and other processors for use in food products
2041	#131     	Whole wheat flour
2041	#15      	White flour
2041	#151     	Durum flour and semolina
2041	#152     	Bakers' and institutional flour
2041	#1521    	White bread-type flour
2041	#15218   	Bakers' and institutional white bread-type flour shipped in bulk
2041	#15219   	Bakers' and institutional white bread-type flour shipped in containers
2041	#1522    	Bakers' and institutional soft wheat flour
2041	#153     	Family white flour including self-rising family flour
2041	#154     	All other white flour including white flour for export or further processing
2041	#16      	All other wheat flour, incl. whole wheat, durum, semolina, bulgur, and farina
2041	#171     	Self-rising flour, all sizes
2041	#198     	Other wheat flour
2041	#1B      	Baker's and institutional flour
2041	#1B1     	White bread-type flour
2041	#1B2     	Soft wheat flour
2041	#1C      	Family flour
2041	#1E      	Other wheat flour
2041	#2       	Wheat mill products other than flour incl mill feed, germ, bran, etc.
2041	#213     	Wheat mill feed
2041	#219     	Other wheat mill products, including wheat germ, wheat bran, etc.
2041	#3       	Corn mill products
2041	#311     	Whole cornmeal
2041	#315     	Degermed cornmeal
2041	#321     	Corn grits and hominy, except for brewer's use
2041	#323     	Corn grits and flakes, for brewer's use
2041	#365     	Hominy feed, cornmeal and other by-products of dry corn milling
2041	#393     	Corn flour
2041	#395     	Other corn mill products (for human consumption)
2041	#397     	Other corn mill products, not for human consumption
2041	#5       	Flour mixes and refrigerated and frozen doughs and batters
2041	#556     	Biscuit mixes, less than 5 pounds
2041	#568     	Other prepared flour mixes, less than 5 pounds
2041	#5E      	Other prepared flour mixes
2041	#6       	Other grain mill products incl. rye flour and other mill feed
2041	#611     	Rye flour
2041	#M       	Miscellaneous receipts
2041	#M______A	Miscellaneous receipts
2041	#P       	Primary products
2041	#S       	Secondary products
2041	#SS      	Secondary products
2041	#SSS     	Other secondary products
2041	#Z89     	Resales
2041	#Z89____A	Resales
2043	#        	Cereal breakfast foods
2043	#1       	Ready to serve cereal breakfast foods
2043	#111     	Corn flakes and other corn breakfast foods
2043	#112     	Wheat flakes and other wheat breakfast foods
2043	#115     	Oat breakfast foods
2043	#117     	Rice breakfast foods
2043	#118     	Rice and other grains and mixed grain breakfast foods and preparations
2043	#119     	Preparations of other grains and mixed grains, excluding infant cereals
2043	#2       	To be cooked before serving cereal breakfast foods
2043	#252     	Farina and other wheat foods
2043	#253     	Rolled oats and oatmeal
2043	#253____A	Rolled oats and oatmeal
2043	#3       	Instant hot cereals, all types of grain
2043	#312     	Rolled oats and oatmeal
2043	#4       	Other cereal breakfast foods, incl infant, instant hot, & cooked before serving
2043	#M       	Miscellaneous receipts
2043	#P       	Primary products
2043	#S       	Secondary products
2044	#        	Rice milling
2044	#1       	Head rice
2044	#101     	Long grained milled rice
2044	#10103   	Packed in 100 pound bags or more
2044	#10105   	Packed in 3-pound containers or less
2044	#10107   	Packed in all other containers
2044	#103     	Medium grain milled rice
2044	#10303   	Packed in 100-pound bags or more
2044	#10307   	Packed in all other containers
2044	#2       	All other milled rice and by-products
2044	#207     	Bran
2044	#298     	All other milled rice and by-products
2044	#301     	Head rice packed in bags 100 lbs or more
2044	#401     	Head rice packed in containers 3 lbs or less
2044	#501     	Head rice packed in all other size containers
2044	#601     	Milled rice (and byproducts)
2044	#P       	Primary products
2045	#        	Prepared flour mixes and doughs
2045	#5       	Flour mixes and refrigerated and frozen doughs and batters, made from purchased materials
2045	#551     	Pancake and waffle mixes, less than 5 pounds
2045	#552     	Pancake and waffle mixes, 5 pounds or more
2045	#553     	Cake mixes, including gingerbread, less than 5 pounds
2045	#554     	Cake mixes, including gingerbread, 5 pounds or more
2045	#557     	Biscuit mixes, 5 pounds or more
2045	#561     	Cookie, doughnut, other sweet yeast mixtures, less than 5 lbs
2045	#562     	Cookie, doughnut, other sweet yeast mixtures, 5 lbs or more
2045	#563     	Doughnut and other sweet yeast goods mixes
2045	#567     	Bread and bread-type roll mixes, 5 pounds or more
2045	#568     	Other prepared flour mixes, including cookie, less than 5 pounds
2045	#569     	Other prepared flour mixes, including cookie, 5 pounds or more
2045	#571     	Refrigerated biscuit dough
2045	#579     	All other refrigerated doughs and batters, all sizes
2045	#581     	Biscuit dough, all sizes
2045	#591     	Frozen bread and bread-type roll doughs, all sizes
2045	#593     	All other frozen doughs and batters, all sizes
2045	#5A      	Flour mixes
2045	#5AA     	Pancake and waffle mixes
2045	#5AB     	Cake mixes, including gingerbread
2045	#5AC     	Biscuit mixes
2045	#5AE     	Other prepared flour mixes
2045	#5B      	Refrigerated doughs and batters
2045	#5C      	Frozen doughs and batters
2045	#6       	Flour mixes and refrigerated and frozen doughs and batters, made from purchased
2045	#61      	Flour mixes
2045	#611     	Cake mixes, including gingerbread
2045	#613     	All other flour based mixes, except cake mixes
2045	#64      	Refrigerated doughs and batters incl bread, bread-type rolls, and biscuit dough
2045	#66      	Frozen doughs and batters
2045	#661     	Frozen bread and bread-type-roll doughs, all sizes
2045	#662     	All other frozen doughs and batters, incl. cookie, pizza, coffee cake, etc.
2045	#M       	Miscellaneous receipts
2045	#P       	Primary products
2045	#S       	Secondary products
2045	#SS      	Secondary products
2045	#SSS     	Other secondary products
2045	#Z89     	Resales
2045	2099S    	Food preparations, n.e.c.
2046	#        	Wet corn milling
2046	#1       	Corn sweeteners (liquids and solids), incl. glucose, dextrose, and HFCS
2046	#101     	Glucose syrup
2046	#10103   	Type II (38 up to 58 dextrose equivalent)
2046	#10105   	Types III and IV (58 or more dextrose equivalent)
2046	#105     	High fructose corn syrup
2046	#3       	Manufactured starch
2046	#301     	Corn starch
2046	#303     	Other starch (including potato, wheat, rice, etc.)
2046	#305     	Dextrin (corn, tapioca and other)
2046	#5       	Corn oil, including crude and fully refined
2046	#501     	Crude corn oil
2046	#7       	Wet process corn byproducts
2046	#701     	Corn gluten feed
2046	#703     	Corn gluten meal
2046	#705     	Other wet process byproducts, including steepwater concentrate (50% solids basis)
2046	#P       	Primary products
2046	#S       	Secondary products
2046	#SS      	Secondary products
2047	#        	Dog and cat food
2047	#1       	Dog and cat food
2047	#123     	Other canned dog food
2047	#125     	Dry dog food (package size under 25 pounds)
2047	#127     	Dry dog food (package size 25 pounds or over)
2047	#133     	Semimoist dog food (package size over 1 pound)
2047	#143     	Canned cat food, meat base
2047	#153     	Dry cat food (package size under 25 pounds)
2047	#156     	Semimoist cat food (package size 1 pound or less)
2047	#1A      	Dog food
2047	#1B      	Cat food
2047	#1C      	Fresh and frozen horsemeat
2047	#2       	Other pet and specialty foods
2047	#3       	Dog food
2047	#321     	Canned ration-type dog food
2047	#323     	Other canned dog food
2047	#324     	Canned dog food, including ration type
2047	#326     	Dry and semimoist dog food in packages of less than 25 pounds
2047	#338     	Dry and semimoist dog food in packages of 25 pounds or more
2047	#4       	Cat food
2047	#401     	Canned cat food
2047	#402     	Dry and semimoist cat food
2047	#443     	Meat-based canned cat food
2047	#445     	Other (ration-meal) based canned cat food
2047	#454     	Dry cat food
2047	#M       	Miscellaneous receipts
2047	#P       	Primary products
2047	#S       	Secondary products
2047	#Z89     	Resales
2048	#        	Prepared animal feeds, n.e.c.
2048	#1       	Chicken and turkey feed, supplements, concentrates, and premixes
2048	#111     	Starter-grower complete chicken feed
2048	#115     	Layer-breeder complete chicken feed
2048	#116     	Broiler complete chicken feed
2048	#117     	Other complete chicken feed
2048	#117____A	Other complete chicken feed
2048	#118     	Complete turkey feed
2048	#122     	Layer-breeder chicken supplements and concentrates
2048	#135     	Other chicken and turkey feed supplements, concentrates, and premixes
2048	#2       	Complete dairy cattle feeds
2048	#3       	Dairy cattle feed supplements, concentrates, and premixes
2048	#301     	Dairy feed supplements and concentrates
2048	#302     	Dairy cattle feed premixes (feed base)
2048	#4       	Complete swine feeds
2048	#5       	Swine feed supplements, concentrates, and premixes
2048	#503     	Swine feed supplements and concentrates
2048	#504     	Swine feed premixes (feed base)
2048	#6       	Complete beef cattle feeds
2048	#7       	Beef cattle feed supplements, concentrates, and premixes
2048	#705     	Beef cattle feed supplements and concentrates
2048	#706     	Beef cattle feed premixes (feed base)
2048	#8       	Other poultry and livestock feeds, including duck, goose, horse, mule, etc.
2048	#812     	Other poultry feed supplements and concentrates (duck, goose, etc.)
2048	#815     	Other poultry (duck, geese, etc.), supplements and concentrates
2048	#816     	Complete horse and mule feeds
2048	#818     	Other livestock (sheep, etc.), complete feed
2048	#819     	Other livestock (sheep, etc.), supplements and concentrates
2048	#821     	Other complete livestock feeds (sheep,etc.)
2048	#821____A	Other complete livestock feeds (sheep,etc.)
2048	#823     	Horse and mule feed supplements and concentrates
2048	#825     	Other livestock feed supplements and concentrates (sheep, etc.)
2048	#825____A	Other livestock feed supplements and concentrates (sheep, etc.)
2048	#9       	Other prepared animal feeds incl. feeding materials and adjuncts
2048	#911     	Grain -- ground, rolled, pulverized, chopped, or crimped, excluding cornmeal
2048	#922     	Mineral mixture, including oyster shells, prepared for feed use
2048	#922____A	Mineral mixture, including oyster shells, prepared for feed use
2048	#935     	Dehydrated alfalfa meal
2048	#A       	Specialty feeds
2048	#A01     	Fresh and frozen meat of horses and other animals for pet foods
2048	#A09     	Bird feed (wild, tame, pigeon, game)
2048	#A13     	Other specialty feeds
2048	#M       	Miscellaneous receipts
2048	#P       	Primary products
2048	#S       	Secondary products
2048	#SSS     	Other secondary products
2048	#XY9     	Contract work and other miscellaneous receipts
2048	#Z89     	Resales
2048	2047S    	Dog, cat and other pet food
205_	#        	Bakery products
2051	#        	Bread and other bakery products, except cookies and crackers
2051	#1       	Bread
2051	#111     	White pan bread
2051	#11101   	White pan bread, Northeast
2051	#11102   	White pan bread, North Central
2051	#11103   	White pan bread, South
2051	#11104   	White pan bread, West
2051	#113     	White hearth bread
2051	#115     	Dark wheat bread
2051	#117     	Rye bread
2051	#123     	White pan bread, including frozen
2051	#128     	Other variety bread, including raisin, potato, oatmeal, canned, etc.
2051	#132     	White hearth bread, including french and italian
2051	#136     	Wholewheat, cracked wheat, multigrain and other dark wheat breads
2051	#143     	Other variety breads, including rye, raisin, pumpernickel, etc.
2051	#1A      	White bread
2051	#1B      	Other bread
2051	#2       	Bread type rolls, stuffing, and crumbs
2051	#23      	Bread type rolls, including buns, bagels, muffins, croissants, etc.
2051	#233     	Hamburger and weiner rolls
2051	#235     	Brown and serve rolls
2051	#236     	English muffins
2051	#237     	Bagels
2051	#238     	All other bread rolls & stuffing, incl bagels, croissants, Eng. muffins
2051	#239     	Other bread type rolls
2051	#241     	Bread stuffing, croutons, and bread crumbs
2051	#3       	Sweet yeast goods except frozen, incl yeast raised doughnuts, danishes, etc.
2051	#313     	Yeast raised doughnuts
2051	#398     	Other sweet yeast goods, including sweet rolls and coffeecake
2051	#4       	Soft cakes, except frozen, including fruit, pound, layer, etc.
2051	#413     	Snack cakes
2051	#418     	Other soft cakes
2051	#5       	Pies, except frozen, including fruit, cream, and custard
2051	#513     	Snack pies
2051	#519     	Other pies
2051	#6       	Pastries, except frozen, including cream puffs, eclairs, muffins, etc.
2051	#611     	Pastries
2051	#7       	Doughnuts except frozen, cake type
2051	#M       	Miscellaneous receipts
2051	#P       	Primary products
2051	#S       	Secondary products
2051	#SM      	Secondary products and miscellaneous receipts
2051	#SSS     	Other secondary products
2051	#Z75     	Resales of bread and related products
2051	#Z7512   	Resales of rolls, stuffing and crumbs
2051	#Z7513   	Resales of sweet yeast goods
2051	#Z7514   	Resales of soft cakes
2051	#Z7517   	Resales of cake type doughnuts
2051	#Z89     	Resales
2051	#Z99     	Resales
2051	2052S    	Cookies and crackers
2052	#        	Cookies and crackers
2052	#1       	Crackers, pretzels, biscuits, and related products
2052	#123     	Graham crackers
2052	#125     	Saltines
2052	#135     	Cracker sandwiches
2052	#151     	Pretzels
2052	#198     	Other crackers
2052	#199     	All other cracker and related products
2052	#1A      	Crackers
2052	#1B      	Cracker sandwiches
2052	#1C      	Pretzels
2052	#2       	Cookies, wafers, and ice cream cones and cups, except frozen
2052	#213     	Sandwich cookies
2052	#215     	Marshmallow cookies
2052	#217     	Chocolate chip cookies
2052	#231     	Ice cream cones
2052	#235     	Ice cream sandwich wafers
2052	#237     	All other cookies and wafers
2052	#299     	All other cookie, wafer, ice cream cone/cups, toaster pastries, related products
2052	#2A      	Cookies
2052	#M       	Miscellaneous receipts
2052	#P       	Primary products
2052	#S       	Secondary products
2052	#SS      	Secondary products
2052	#SSS     	Other secondary products
2052	#Z89     	Resales
2053	#        	Frozen bakery products, except bread
2053	#1       	Frozen bakery products
2053	#111     	Frozen pies (fruit, custard and cream type)
2053	#113     	Sweet yeast goods including yeast raised doughnuts, sweet rolls, coffeecake, etc.
2053	#114     	Soft cakes including pound, layer, sheet, fruit, cheese, etc.
2053	#119     	All other bakery products including cookies and pastries; excluding bread and rolls
2053	#P       	Primary products
2053	#S       	Secondary products
206_	#        	Sugar and confectionery products
2061	#        	Raw cane sugar mills
2061	#1       	Raw cane sugar
2061	#111     	Raw cane sugar
2061	#2       	Other sugar cane mill products and byproducts
2061	#2______A	Other sugar cane mill products and byproducts
2061	#265     	Molasses and syrup, including cane blackstrap (except refiners' blackstrap)
2061	#265____A	Molasses and syrup, including cane blackstrap (except refiners' blackstrap)
2061	#P       	Primary products
2062	#        	Cane sugar refining
2062	#1       	Refined cane sugar and byproducts
2062	#112     	Consumer units (containers of 25 lbs or less)
2062	#114     	Commercial units (bags and other containers: over 25 lbs)
2062	#115     	Bulk shipments (rail cars, trucks, or bins)
2062	#13      	Confectioners' powdered sugar
2062	#135     	Commercial units (containers of more than 10 lbs)
2062	#14      	Brown or soft sugar
2062	#15      	Liquid sugar or syrup
2062	#153     	Sucrose type
2062	#156     	Invert and/or partially invert type
2062	#1A      	Granulated cane sugar, including cube and tablet sugar
2062	#P       	Primary products
2062	#S       	Secondary products
2063	#        	Beet sugar processing
2063	#1       	Refined beet sugar and byproducts
2063	#107     	Individual services (small paper packets) and consumer units (cartons and sacks: 25 lb or less
2063	#113     	Commercial units (bags and other containers: over 25 lbs)
2063	#115     	Bulk shipments (rail cars, trucks, or bins)
2063	#13      	Confectioners' powdered sugar
2063	#15      	Liquid sugar or sugar syrup
2063	#151     	Sucrose type
2063	#155     	Invert and/or partially invert type
2063	#1X      	Granulated beet sugar, including cube and tablet sugar
2063	#2       	Other beet sugar factory products and byproducts
2063	#289     	All other sugar beet refining products and byproducts, incl. dried beet pulp
2063	#P       	Primary products
2064	#        	Candy and other confectionery products, and chewing gum
2064	#2       	Chocolate and chocolate type confectionery products made from purchased chocolate
2064	#211     	Solid chocolate confectionery products without inclusions
2064	#231     	Solid chocolate confectionery products with inclusions
2064	#251     	Enrobed or molded chocolate confectionery products
2064	#25131   	Enrobed or molded chocolate confectionery products with candy, fruit, or nut centers
2064	#25151   	Enrobed or molded chocolate confectionery products with bakery product centers
2064	#271     	Panned chocolate confectionery products
2064	#291     	Chocolate assortments and other chocolate and chocolate type confectionery products
2064	#2A      	Solid chocolate confectionery products
2064	#3       	Nonchocolate type confectionery products
2064	#311     	Hard candy
2064	#321     	Chewy nonchocolate candy, including granola bars
2064	#331     	Soft nonchocolate candies
2064	#351     	Iced/coated nonchocolate confectionery products
2064	#371     	Panned nonchocolate confectionery products
2064	#381     	Licorice and licorice type confectionery products
2064	#391     	Other nonchocolate type confectioneries, includ. licorice, panned & iced candies
2064	#8       	Chewing gum and chewing gum base
2064	#81      	Nonmedicated chewing gum
2064	#812     	Containing sugar
2064	#82      	Chewing gum base
2064	#9       	Other confectionery type products, including cough drops and candied fruit
2064	#991     	Other candy and confectionery products, n.e.c.
2064	#M       	Miscellaneous receipts
2064	#MM      	Miscellaneous receipts
2064	#P       	Primary products
2064	#S       	Secondary products
2064	#Z89     	Resales
2065	#        	Confectionery products
2065	#211     	Chocolate and chocolate-type confectionery products
2065	#3       	Nonchocolate-type confectionery products
2065	#311     	Nonchocolate-type confectionery products
2065	#8       	Confectionery products, n.e.c.
2065	#853     	Peanuts, shipped separately, other packaging
2065	#857     	Other nuts, packaged separately or with three or less varieties, other packaging
2065	#M       	Miscellaneous receipts
2065	#P       	Primary products
2065	#S       	Secondary products
2065	#Z89     	Resales
2066	#        	Chocolate and cocoa products
2066	#1       	Chocolate coatings
2066	#112     	Sweet chocolate coatings
2066	#122     	Milk chocolate coatings
2066	#152     	Confectionery (cocoa) coatings
2066	#172     	Other coatings including sweet, liquor, and cocoa
2066	#2       	Chocolate confectionery products made from cocoa beans ground in the same establishment
2066	#211     	Chocolate and chocolate-type confectionery products
2066	#212     	Solid chocolate confectionery products without inclusions
2066	#222     	Solid chocolate confectionery products with inclusions
2066	#295     	Panned, assortments, and other chocolate confectionery products
2066	#2A      	Solid chocolate confectiony products, with or without inclusions
2066	#2B      	Enrobed or molded chocolate confectionery products with any type of center
2066	#8       	Other chocolate and cocoa products
2066	#821     	Chocolate, sweetened
2066	#871     	Cocoa, powdered, sweetened, 2.5 lbs sizes or less
2066	#9       	Other chocolate and cocoa products including syrups and cocoa butter
2066	#921     	Sweetened chocolate
2066	#963     	Powdered cocoa, unsweetened
2066	#965     	Powdered cocoa, sweetened
2066	#96571   	Powdered cocoa, sweetened: in cans or packages of 2.5 lbs. or less
2066	#981     	Cocoa butter
2066	#995     	Chocolate syrups, cocoa powder base
2066	#999     	Other chocolate and cocoa products, n.e.c.
2066	#9A      	Chocolate, except coatings
2066	#9B      	Powdered cocoa
2066	#9C      	Chocolate syrups
2066	#P       	Primary products
2066	#S       	Secondary products
2066	#SS      	Secondary products
2067	#        	Chewing gum and gum base
2067	#1       	Chewing gum, non-medicated
2067	#112     	Containing sugar
2067	#2       	Chewing gum base
2067	#P       	Primary products
2067	#S       	Secondary products
2068	#        	Salted and roasted nuts and seeds
2068	#11      	Processed nuts (single or multiple varieties); sold in bulk
2068	#113     	Peanuts
2068	#117     	Other nuts, made up of from one to three varieties
2068	#13      	Processed nuts (single or multiple varieties); sold in consumer size cans/jars
2068	#135     	Mixed nuts, made up of four varieties or more
2068	#137     	Other nuts, made up of from one to three varieties
2068	#15      	Processed nuts packaged other than in cans/jars/bulk; and all snack seeds
2068	#153     	Peanuts
2068	#157     	Other nuts, made up of from one to three varieties
2068	#M       	Miscellaneous receipts
2068	#P       	Primary products
2068	#S       	Secondary products
207_	#        	Fats and oils
2074	#        	Cottonseed oil mill products
2074	#1       	Cottonseed oil, crude
2074	#111     	Cottonseed oil, crude
2074	#2       	Cottonseed oil: once refined, not deodorized or used in end products
2074	#211     	Cottonseed oil, once refined (before deodorization or use in end products)
2074	#3       	Cotton linters
2074	#311     	Cotton linters
2074	#4       	Cottonseed cake, meal, and other byproducts
2074	#414     	Cottonseed cake and meal
2074	#451     	Cottonseed hulls
2074	#493     	Cottonseed oil: once refined, purchased, deodorized; and all other byproducts
2074	#498     	Other cottonseed byproducts
2074	#499     	Cottonseed oil once refined, purchased and deodorized only
2074	#M       	Miscellaneous receipts
2074	#P       	Primary products
2074	#S       	Secondary products
2075	#        	Soybean oil mill products
2075	#1       	Soybean oil
2075	#11      	Crude soybean oil
2075	#111     	Crude soybean oil
2075	#11113   	Soybean oil, crude, degummed
2075	#11113__A	Soybean oil, crude, degummed
2075	#11115   	Soybean oil, crude, not degummed
2075	#113     	Soybean oil, crude, degummed
2075	#115     	Soybean oil, crude, not degummed
2075	#2       	Soybean meal, and other byproducts
2075	#211     	Soybean byproducts, meal
2075	#298     	Soybean byproducts, other, including soy flour, grits and isolates
2075	#298____A	Soybean byproducts, other, including soy flour, grits and isolates
2075	#M       	Miscellaneous receipts
2075	#P       	Primary products
2075	#S       	Secondary products
2075	#SM      	Secondary products and miscellaneous receipts
2075	2079S    	Shortening and cooking oils
2076	#        	Vegetable oil mills, n.e.c.
2076	#1       	Linseed oil
2076	#2       	Vegetable oils, n.e.c., incl. sunflower, peanut, coconut etc., not deodorized
2076	#223     	Coconut oil, once-refined (before deodorization or use in end products)
2076	#252     	Peanut oil, crude
2076	#262     	Sunflower oil, crude
2076	#264     	Other crude vegetable oils including safflower, canola, etc.
2076	#3       	All other oil mill products n.e.c., incl cakes and meals and deodorized oils
2076	#351     	Peanut cake and meal
2076	#361     	Sunflower seed cake and meal
2076	#P       	Primary products
2076	#S       	Secondary products
2077	#        	Animal and marine fats and oils
2077	#1       	Animal and marine grease and inedible tallow
2077	#111     	Inedible tallow, including inedible animal stearin
2077	#11111   	Inedible beef tallow
2077	#11113   	Other inedible tallow and inedible animal stearin
2077	#113     	Grease, other than wool grease
2077	#2       	Feed and fertilizer byproducts
2077	#211     	Meat and bone meal
2077	#21111   	Meat meal and combinations of meat and bone meal
2077	#212     	Dry rendered tankage
2077	#237     	Feather meal
2077	#298     	All other byproducts incl. blood meal, feather meal, and dry rendered tankage
2077	#3       	Animal and marine oil mill products
2077	#361     	Fish and marine animal oil
2077	#366     	Fish scrap and meal
2077	#M       	Miscellaneous receipts
2077	#P       	Primary products
2077	#S       	Secondary products
2077	2011S    	Meat packing plants
2079	#        	Shortening, cooking oils, and margarine
2079	#1       	Shortening and cooking oils
2079	#11      	Baking or frying fats
2079	#113     	Baking or frying fats (shortening), 100% vegetable oil
2079	#11303   	Commercial sizes, over 3 lbs
2079	#115     	Baking or frying fats (shortening), 100% animal fats or blends of vegetable and animal fats
2079	#11505   	Consumer sizes, 3 lbs. or less
2079	#11507   	Commercial sizes, over 3 lbs
2079	#142     	Hydrogenated oils other than baking or frying fats
2079	#15      	Salad or cooking oils
2079	#151     	Salad or cooking oils, partially hydrogenated soybean oil
2079	#152     	Salad or cooking oils, other soybean oil
2079	#152____A	Salad or cooking oils, other soybean oil
2079	#153     	Salad or cooking oils, cottonseed oil
2079	#154     	Salad or cooking oils, vegetable oil blends
2079	#154____A	Salad or cooking oils, vegetable oil blends
2079	#159     	All other salad or cooking oils
2079	#171     	Vegetable oil winter stearin
2079	#198     	All other fully refined oils
2079	#2       	Margarine
2079	#M       	Miscellaneous receipts
2079	#P       	Primary products
2079	#S       	Secondary products
2079	#SS      	Secondary products
2079	#Z89     	Resales
208_	#        	Beverages
2082	#        	Malt beverages
2082	#1       	Canned beer and ale case goods
2082	#111     	Light beer in cans
2082	#112     	Regular beer in cans
2082	#2       	Bottled beer and ale case goods
2082	#211     	Returnable bottles
2082	#21111   	Light beer in returnable bottles
2082	#21112   	Regular beer in returnable bottles
2082	#221     	Nonreturnable bottles
2082	#22111   	Light beer in nonreturnable bottles
2082	#22112   	Regular beer in nonreturnable bottles
2082	#3       	Beer and ale in barrels and kegs
2082	#312     	Regular beer in barrels and kegs
2082	#4       	All other malt beverages and brewing products
2082	#411     	Malt liquor
2082	#421     	Ale
2082	#431     	Porter, stout and other malt beverages
2082	#471     	Ale, porter and stout
2082	#499     	All other fermented malt beverages and by products (including non-alcoholic brews)
2082	#P       	Primary products
2083	#        	Malt
2083	#1       	Malt and malt by-products
2083	#121     	Malt and malt byproducts
2083	#M       	Miscellaneous receipts
2083	#MM      	Miscellaneous receipts
2083	#P       	Primary products
2083	#Z89     	Contracts and other miscellaneous receipts
2084	#        	Wines, brandy, and brandy spirits
2084	#1       	Grape table wines
2084	#112     	White wines
2084	#11211   	White varietal wines
2084	#11221   	White generic, semi-generic, and proprietary wines
2084	#114     	Red wines
2084	#11411   	Red varietal wines
2084	#11421   	Red generic, semi-generic, and proprietary wines
2084	#116     	Rose wines
2084	#11611   	Rose varietal wines
2084	#11621   	Rose generic, semi-generic, and proprietary wines
2084	#2       	Bulk wines
2084	#212     	Bulk white wine
2084	#214     	Bulk red wine (includes rose)
2084	#3       	Other fruit and berry wines
2084	#311     	Other fruit and berry wines
2084	#4       	Dessert wines
2084	#411     	Dessert wines
2084	#5       	Sparkling wines, natural and carbonated
2084	#511     	Sparkling wines, natural and carbonated
2084	#6       	Specialty (formula) wines
2084	#6______A	Specialty (formula) wines
2084	#619     	Other specialty (formula) wines
2084	#619____A	Other specialty (formula) wines
2084	#7       	Beverage brandy, neutral fruit spirits, and neutral brandy
2084	#711     	Beverage brandy, neutral fruit spirits, and neutral brandy
2084	#8       	Wines, brandy, and brandy spirits
2084	#81      	Grape wine with 14 percent or less alcohol content
2084	#812     	White grape wine with 14 percent or less alcohol content
2084	#814     	Red grape wine with 14 percent or less alcohol content
2084	#816     	Rose grape wine with 14 percent or less alcohol content
2084	#825     	Dessert wines
2084	#831     	Effervescent wines
2084	#841     	Non-grape fruit/berry wines, fortified wines (non-dessert), and specialty wines
2084	#883     	Beverage brandy, neutral fruit spirits, and neutral brandy spirits
2084	#A       	Wines
2084	#M       	Miscellaneous receipts
2084	#M______A	Miscellaneous receipts
2084	#P       	Primary products
2084	#S       	Secondary products
2084	#SS      	Secondary products
2084	#Z89     	Resales
2084	#Z89____A	Resales
2085	#        	Distilled and blended liquors
2085	#3       	Bottled liquor, except brandy
2085	#312     	Blends of whiskey
2085	#315     	Whiskey blended with neutral spirits
2085	#319     	Other rectified whiskey
2085	#321     	Rectified gin
2085	#325     	Cordials, liqueurs
2085	#327     	Cocktails and similar compounds
2085	#333     	Rectified vodka
2085	#337     	Rectified rum
2085	#351     	Unrectified whiskey
2085	#355     	Unrectified gin
2085	#357     	Unrectified vodka
2085	#5       	Distilled spirits, except brandy (bulk and bottled)
2085	#52      	Bottled distilled spirits, except brandy
2085	#521     	Whiskey
2085	#5211    	American blended whiskey
2085	#52111   	American blended whiskey - blend of whiskies
2085	#52112   	American blended whiskey - blend of whiskey with neutral spirits
2085	#5212    	Bourbon whiskey and rye whiskey
2085	#52121   	Bourbon whiskey
2085	#5213    	Other whiskey, except imports (corn, bourbon & blend, light, etc.)
2085	#522     	Distilled spirits, except whiskey and brandy
2085	#52211   	Vodka
2085	#52221   	Gin
2085	#52231   	Rum
2085	#52241   	Cordials/liqueurs
2085	#52251   	Cocktails/mixed drinks
2085	#52261   	Other distilled spirits, except imports (spirit-based coolers, bitters, etc.)
2085	#8       	Bottled liquor, except brandy
2085	#801     	Whiskey, including bottled in bond
2085	#822     	Gin
2085	#825     	Cordials, liqueurs
2085	#831     	Vodka
2085	#899     	Other bottled liquors, except brandy
2085	#M       	Miscellaneous receipts
2085	#P       	Primary products
2085	#S       	Secondary products
2085	#S______A	Secondary products
2085	#SS      	Secondary products
2085	#Z89     	Resales
2086	#        	Bottled and canned soft drinks and carbonated waters
2086	#1       	Bottled and canned soft drinks
2086	#11      	Canned carbonated soft drinks in 10 and 12 oz cans
2086	#111     	Nondietetics
2086	#11151   	Cola
2086	#11152   	Orange
2086	#11153   	Lemon, lime and lemon-lime
2086	#11155   	Ginger ale
2086	#11157   	Other carbonated flavors including carbonated water and club soda
2086	#112     	Low calorie
2086	#11258   	Cola
2086	#11259   	Other carbonated flavors including carbonated water and club soda
2086	#13      	10 to 12 oz bottled carbonated soft drinks
2086	#131     	Nondietetics
2086	#13111   	Cola
2086	#14      	16 oz bottled carbonated soft drinks
2086	#141     	Nondietetic
2086	#14121   	Cola
2086	#14123   	Lemon, lime and lemon lime
2086	#14124   	Root beer, sarsaparilla and ginger ale
2086	#14127   	Other carbonated flavors including carbonated water and club soda
2086	#142     	Low calorie
2086	#14228   	Cola
2086	#16      	All other size bottled carbonated soft drinks
2086	#161     	Nondietetics
2086	#16142   	Cola
2086	#16144   	Other carbonated flavors including carbonated water and club soda
2086	#162     	Low Calorie
2086	#16245   	Cola
2086	#16247   	Other carbonated flavors including carbonated water and club soda
2086	#171     	Fruit drinks, cocktails and ades containing no real fruit juice
2086	#3       	Carbonated soft drinks
2086	#301     	Cola, excluding diet cola
2086	#30101   	Cola, bottled, excluding diet cola
2086	#30111   	Cola, excluding diet, returnable bottles
2086	#30112   	Cola, excluding diet, nonreturnable bottles
2086	#30121   	Cola, excluding diet, cans (returnable and nonreturnable)
