case_code	category_code	category_text	display_level	selectable	sort_sequence
G	HCX	Hours (1 -2 hours)	0	T	548	
G	HDX	Hours (2 - 4 hours)	0	T	549	
G	HEX	Hours (4 - 6 hours)	0	T	550	
G	HFX	Hours (6 - 8 hours)	0	T	551	
G	HGX	Hours (8 - 10 hours)	0	T	552	
G	HHX	Hours (10 - 12 hours)	0	T	553	
G	HIX	Hours (12 - 16 hours)	0	T	554	
G	HJX	Hours (more than 16 hours)	0	T	555	
G	HKX	Hours (not reported)	0	T	556	
G	INF	Industry - Information	0	T	568	
G	LAX	LOS (< 3 mos.)	0	T	585	
G	LBX	LOS (3 - 11 mos.)	0	T	586	
G	LCX	LOS (1 - 5 yrs.)	0	T	587	
G	LDX	LOS (5 yrs.)	0	T	588	
G	LEH	Industry - Leisure and hospitality	0	T	569	
G	LEX	LOS (Not reported)	0	T	589	
G	MCE	Industry - Management of companies and enterprises	0	T	570	
G	MFG	Industry - Manufacturing	0	T	571	
G	MIN	Industry - Mining	0	T	572	
G	MSD	Musculoskeletal disorders	0	T	590	
G	N1A	Nature - Fractures	0	T	591	
G	N1B	Nature - Sprains, strains, tears	0	T	592	
G	N1C	Nature - Amputations	0	T	593	
G	N1D	Nature - Bruise, contusions	0	T	594	
G	N1E	Nature - Chemical burns and corrosions	0	T	595	
G	N1F	Nature - Heat (thermal) burns	0	T	596	
G	N1G	Nature - Soreness, pain	0	T	597	
G	N21	Nature - Cuts, lacerations	0	T	598	
G	N22	Nature - Punctures (except gunshot wounds)	0	T	599	
G	N2X	Nature - Cuts, lacerations, punctures	0	T	600	
G	N3A	Nature - Carpal tunnel syndrome	0	T	601	
G	N3B	Nature - Tendonitis	0	T	602	
G	N81	Nature - With sprains	0	T	603	
G	N82	Nature - With fractures	0	T	604	
G	N8X	Nature - Multiple traumatic injuries	0	T	605	
G	NRM	Industry - Natural resources	0	T	573	
G	NXX	Nature - all other	0	T	606	
G	O10	Occupation - Management, Business, and Financial Occupations (11-13)	0	T	607	
G	O23	Occupation - Computer, Engineering, and Science Occupations (15-19)	0	T	609	
G	O25	Occupation - Education, Legal, Community Service, Arts, and Media Occupations (21-27)	0	T	610	
G	O27	Occupation - Healthcare Practitioners and Technical Occupations (29)	0	T	611	
G	O30	Occupation - Service Occupations (31-39)	0	T	612	
G	O41	Occupation - Sales and Related Occupations	0	T	613	
G	O43	Occupation - Office and Administrative Support Occupations	0	T	614	
G	O45	Occupation - Farming, Fishing, and Forestry Occupations	0	T	615	
G	O47	Occupation - Construction and Extraction Occupations	0	T	616	
G	O49	Occupation - Installation, Maintenance, and Repair Occupations	0	T	617	
G	O51	Occupation - Production Occupations	0	T	618	
G	O53	Occupation - Transportation and Material Moving Occupations	0	T	619	
G	OTS	Industry - Other services	0	T	574	
G	P11	Part - Eye	0	T	620	
G	P1X	Part - Head	0	T	621	
G	P2X	Part - Neck	0	T	622	
G	P32	Part - Back	0	T	623	
G	P3X	Part - Trunk	0	T	624	
G	P41	Part - Shoulder	0	T	625	
G	P42	Part - Arm	0	T	626	
G	P43	Part - Wrist	0	T	627	
G	P44	Part - Hand(s)	0	T	628	
G	P4A	Part - Hand(s), except finger(s)	0	T	629	
G	P4B	Part - Finger(s), fingernail(s)	0	T	630	
G	P4X	Part - Upper extremities	0	T	631	
G	P51	Part - Knee	0	T	632	
G	P52	Part - Ankle	0	T	633	
G	P53	Part - Foot	0	T	634	
G	P54	Part - Toe, toenail	0	T	635	
G	P5X	Part - Lower extremities	0	T	636	
G	P6X	Part - Body systems	0	T	637	
G	P8X	Part - Multiple	0	T	638	
G	PAD	Industry - Public Administration	0	T	575	
G	PBS	Industry - Professional business services	0	T	576	
G	PST	Industry - Professional, scientific, and technical services	0	T	577	
G	PXX	Part - all other	0	T	639	
G	RAX	Race (American Indian or Alaska native)	0	T	640	
G	RBX	Race (Asian)	0	T	641	
G	RCX	Race (Black or African American)	0	T	642	
G	RDX	Race (Hispanic or Latino)	0	T	643	
G	RET	Industry - Retail trade	0	T	578	
G	REX	Race (Native Hawaiian or Other Pacific Islander)	0	T	644	
G	RFX	Race (White)	0	T	645	
G	RGX	Race (Not reported)	0	T	646	
G	RHX	Race (Multi-race)	0	T	647	
G	RIX	Race (Hispanic and other)	0	T	648	
G	RRL	Industry - Real estate and rental leasing	0	T	579	
G	S1X	Source - Chemical, chemical products	0	T	659	
G	S21	Source - Containers	0	T	660	
G	S22	Source - Furniture, fixtures	0	T	661	
G	S3X	Source - Machinery	0	T	662	
G	S4X	Source - Parts and materials	0	T	663	
G	S56	Source - Person, injured or ill worker	0	T	664	
G	S57	Source - Person, other than injured or ill workers	0	T	665	
G	S5B	Source - Worker motion or position	0	T	666	
G	S5C	Source - Patient	0	T	667	
G	S66	Source - Floors, walkways, ground surfaces	0	T	668	
G	S74	Source - Ladder	0	T	670	
G	S7A	Source - Handtools	0	T	671	
G	S8C	Source - Trucks	0	T	672	
G	S8D	Source - Cart, dolly, hand truck-nonpowered	0	T	673	
G	S8X	Source - Vehicles	0	T	674	
G	SP1	Industry - Service providing	0	T	580	
G	SXX	Source - all other	0	T	675	
G	T2X	Secondary Source - Containers, furniture, and fixtures	0	T	649	
G	T31	Secondary Source - Computers and peripheral equipment	0	T	650	
G	T3X	Secondary Source - Machinery	0	T	651	
G	T71	Secondary Source - Firearms, law enforcement, and other self-defense equipment	0	T	652	
G	T7X	Secondary Source - Tools, instruments, and equipment	0	T	653	
G	T84	Secondary Source - Highway vehicle, motorized	0	T	654	
G	T8X	Secondary Source - Vehicles	0	T	655	
G	T91	Secondary Source - Ice, sleet, snow	0	T	656	
G	T92	Secondary Source - Liquids-nonchemical	0	T	657	
G	TAX	Time (12:01AM - 4:00AM)	0	T	676	
G	TBX	Time (4:01AM - 8:00AM)	0	T	677	
G	TCX	Time (8:01AM - 12Noon)	0	T	678	
G	TDX	Time (12:01PM - 4:00PM)	0	T	679	
G	TEX	Time (4:01PM - 8:00PM)	0	T	680	
G	TFX	Time (8:01PM - 12Midnight)	0	T	681	
G	TGX	Time (not reported)	0	T	682	
G	TRW	Industry - Transportation and warehousing	0	T	581	
G	TTU	Industry - Trade, transportation, and utilities	0	T	582	
G	TXX	Secondary Source - all other	0	T	658	
G	UTL	Industry - Utilities	0	T	583	
G	WAX	Weekday (Sunday)	0	T	683	
G	WBX	Weekday (Monday)	0	T	684	
G	WCX	Weekday (Tuesday)	0	T	685	
G	WDX	Weekday (Wednesday)	0	T	686	
G	WEX	Weekday (Thursday)	0	T	687	
G	WFX	Weekday (Friday)	0	T	688	
G	WGX	Weekday (Saturday)	0	T	689	
G	WHT	Industry - Wholesale trade	0	T	584	
H	00X	All industry	0	T	5	
H	ABX	Age group (14 - 15 yrs.)	0	T	691	
H	ACX	Age group (16 - 19 yrs.)	0	T	692	
H	ADW	Industry - Administration and support and waste management	0	T	730	
H	ADX	Age group (20 - 24 yrs.)	0	T	693	
H	AER	Industry - Arts, entertainment, and recreation	0	T	731	
H	AEX	Age group (25 - 34 yrs.)	0	T	694	
H	AFH	Industry - Agriculture, forestry, fishing, and hunting	0	T	732	
H	AFS	Industry - Accommodation and food services	0	T	733	
H	AFX	Age group (35 - 44 yrs.)	0	T	695	
H	AGX	Age group (45 - 54 yrs.)	0	T	696	
H	AHX	Age group (55 - 64 yrs.)	0	T	697	
H	AIX	Age group (65+ yrs.)	0	T	698	
H	AJX	Age group (not reported)	0	T	699	
H	CON	Industry - Construction	0	T	734	
H	DAX	DAFW (1 day)	0	T	700	
H	DBX	DAFW (2 days)	0	T	701	
H	DCX	DAFW (3 - 5 days)	0	T	702	
H	DDX	DAFW (6 - 10 days)	0	T	703	
H	DEX	DAFW (11 - 20 days)	0	T	704	
H	DFX	DAFW (21 - 30 days)	0	T	705	
H	DGX	DAFW (31+ days)	0	T	706	
H	E11	Event - Intentional injury by other person	0	T	707	
H	E12	Event - Injury by person-unintentional or intent unknown	0	T	708	
H	E13	Event - Animal and insect related incidents	0	T	709	
H	E1X	Event - Violence and other injuries by persons or animal	0	T	710	
H	E26	Event - Roadway incidents involving motorized land vehicles	0	T	711	
H	E2X	Event - Transportation incidents	0	T	712	
H	E3X	Event - Fires and explosions	0	T	713	
H	E41	Event - Slips, trips without fall	0	T	714	
H	E42	Event - Fall on same level	0	T	715	
H	E43	Event - Fall to lower level	0	T	716	
H	E4X	Event - Falls, slips, trips	0	T	717	
H	E5X	Event - Exposure to harmful substances or enviroments	0	T	718	
H	E62	Event - Struck by object or equipment	0	T	719	
H	E63	Event - Struck against object or equipment	0	T	720	
H	E64	Event - Caught in or compressed by object or equipment	0	T	721	
H	E6X	Event - Contact with object, equipment	0	T	722	
H	E72	Event - Repetitive motion involving microtasks	0	T	723	
H	E7A	Event - Overexertion in lifting or lowering	0	T	724	
H	E7X	Event - Overexertion and bodily reaction	0	T	725	
H	EDS	Industry - Educational services	0	T	735	
H	EHS	Industry - Education and health services	0	T	736	
H	EXX	Event - all other	0	T	726	
H	FIA	Industry - Financial activities	0	T	737	
H	FIN	Industry - Finance and insurance	0	T	738	
H	GFX	Gender (Female)	0	T	727	
H	GMX	Gender (Male)	0	T	728	
H	GNX	Gender (Not reported)	0	T	729	
H	GP1	Industry - Goods producing	0	T	739	
H	HAS	Industry - Health care and social assistance	0	T	740	
H	INF	Industry - Information	0	T	741	
H	LAX	LOS (< 3 mos.)	0	T	758	
H	LBX	LOS (3 - 11 mos.)	0	T	759	
H	LCX	LOS (1 - 5 yrs.)	0	T	760	
H	LDX	LOS (5 yrs.)	0	T	761	
H	LEH	Industry - Leisure and hospitality	0	T	742	
H	LEX	LOS (Not reported)	0	T	762	
H	MCE	Industry - Management of companies and enterprises	0	T	743	
H	MFG	Industry - Manufacturing	0	T	744	
H	MIN	Industry - Mining	0	T	745	
H	MSD	Musculoskeletal disorders	0	T	763	
H	N1A	Nature - Fractures	0	T	764	
H	N1B	Nature - Sprains, strains, tears	0	T	765	
H	N1C	Nature - Amputations	0	T	766	
H	N1D	Nature - Bruise, contusions	0	T	767	
H	N1E	Nature - Chemical burns and corrosions	0	T	768	
H	N1F	Nature - Heat (thermal) burns	0	T	769	
H	N1G	Nature - Soreness, pain	0	T	770	
H	N21	Nature - Cuts, lacerations	0	T	771	
H	N22	Nature - Punctures (except gunshot wounds)	0	T	772	
H	N2X	Nature - Cuts, lacerations, punctures	0	T	773	
H	N3A	Nature - Carpal tunnel syndrome	0	T	774	
H	N3B	Nature - Tendonitis	0	T	775	
H	N81	Nature - With sprains	0	T	776	
H	N82	Nature - With fractures	0	T	777	
H	N8X	Nature - Multiple traumatic injuries	0	T	778	
H	NRM	Industry - Natural resources	0	T	746	
H	NXX	Nature - all other	0	T	779	
H	O10	Occupation - Management, Business, and Financial Occupations (11-13)	0	T	780	
H	O23	Occupation - Computer, Engineering, and Science Occupations (15-19)	0	T	782	
H	O25	Occupation - Education, Legal, Community Service, Arts, and Media Occupations (21-27)	0	T	783	
H	O27	Occupation - Healthcare Practitioners and Technical Occupations (29)	0	T	784	
H	O30	Occupation - Service Occupations (31-39)	0	T	785	
H	O41	Occupation - Sales and Related Occupations	0	T	786	
H	O43	Occupation - Office and Administrative Support Occupations	0	T	787	
H	O45	Occupation - Farming, Fishing, and Forestry Occupations	0	T	788	
H	O47	Occupation - Construction and Extraction Occupations	0	T	789	
H	O49	Occupation - Installation, Maintenance, and Repair Occupations	0	T	790	
H	O51	Occupation - Production Occupations	0	T	791	
H	O53	Occupation - Transportation and Material Moving Occupations	0	T	792	
H	OTS	Industry - Other services	0	T	747	
H	P11	Part - Eye	0	T	793	
H	P1X	Part - Head	0	T	794	
H	P2X	Part - Neck	0	T	795	
H	P32	Part - Back	0	T	796	
H	P3X	Part - Trunk	0	T	797	
H	P41	Part - Shoulder	0	T	798	
H	P42	Part - Arm	0	T	799	
H	P43	Part - Wrist	0	T	800	
H	P44	Part - Hand(s)	0	T	801	
H	P4A	Part - Hand(s), except finger(s)	0	T	802	
H	P4B	Part - Finger(s), fingernail(s)	0	T	803	
H	P4X	Part - Upper extremities	0	T	804	
H	P51	Part - Knee	0	T	805	
H	P52	Part - Ankle	0	T	806	
H	P53	Part - Foot	0	T	807	
H	P54	Part - Toe, toenail	0	T	808	
H	P5X	Part - Lower extremities	0	T	809	
H	P6X	Part - Body systems	0	T	810	
H	P8X	Part - Multiple	0	T	811	
H	PAD	Industry - Public Administration	0	T	748	
H	PBS	Industry - Professional business services	0	T	749	
H	PST	Industry - Professional, scientific, and technical services	0	T	750	
H	PXX	Part - all other	0	T	812	
H	RAX	Race (American Indian or Alaska native)	0	T	813	
H	RBX	Race (Asian)	0	T	814	
H	RCX	Race (Black or African American)	0	T	815	
H	RDX	Race (Hispanic or Latino)	0	T	816	
H	RET	Industry - Retail trade	0	T	751	
H	REX	Race (Native Hawaiian or Other Pacific Islander)	0	T	817	
H	RFX	Race (White)	0	T	818	
H	RGX	Race (Not reported)	0	T	819	
H	RHX	Race (Multi-race)	0	T	820	
H	RIX	Race (Hispanic and other)	0	T	821	
H	RRL	Industry - Real estate and rental leasing	0	T	752	
H	S1X	Source - Chemical, chemical products	0	T	832	
H	S21	Source - Containers	0	T	833	
H	S22	Source - Furniture, fixtures	0	T	834	
H	S3X	Source - Machinery	0	T	835	
H	S4X	Source - Parts and materials	0	T	836	
H	S56	Source - Person, injured or ill worker	0	T	837	
H	S57	Source - Person, other than injured or ill workers	0	T	838	
H	S5B	Source - Worker motion or position	0	T	839	
H	S5C	Source - Patient	0	T	840	
H	S66	Source - Floors, walkways, ground surfaces	0	T	841	
H	S74	Source - Ladder	0	T	843	
H	S7A	Source - Handtools	0	T	844	
H	S8C	Source - Trucks	0	T	845	
H	S8D	Source - Cart, dolly, hand truck-nonpowered	0	T	846	
H	S8X	Source - Vehicles	0	T	847	
H	SP1	Industry - Service providing	0	T	753	
H	SXX	Source - all other	0	T	848	
H	T2X	Secondary Source - Containers, furniture, and fixtures	0	T	822	
H	T31	Secondary Source - Computers and peripheral equipment	0	T	823	
H	T3X	Secondary Source - Machinery	0	T	824	
H	T71	Secondary Source - Firearms, law enforcement, and other self-defense equipment	0	T	825	
H	T7X	Secondary Source - Tools, instruments, and equipment	0	T	826	
H	T84	Secondary Source - Highway vehicle, motorized	0	T	827	
H	T8X	Secondary Source - Vehicles	0	T	828	
H	T91	Secondary Source - Ice, sleet, snow	0	T	829	
H	T92	Secondary Source - Liquids-nonchemical	0	T	830	
H	TAX	Time (12:01AM - 4:00AM)	0	T	849	
H	TBX	Time (4:01AM - 8:00AM)	0	T	850	
H	TCX	Time (8:01AM - 12Noon)	0	T	851	
H	TDX	Time (12:01PM - 4:00PM)	0	T	852	
H	TEX	Time (4:01PM - 8:00PM)	0	T	853	
H	TFX	Time (8:01PM - 12Midnight)	0	T	854	
H	TGX	Time (not reported)	0	T	855	
H	TRW	Industry - Transportation and warehousing	0	T	754	
H	TTU	Industry - Trade, transportation, and utilities	0	T	755	
H	TXX	Secondary Source - all other	0	T	831	
H	UTL	Industry - Utilities	0	T	756	
H	WAX	Weekday (Sunday)	0	T	856	
H	WBX	Weekday (Monday)	0	T	857	
H	WCX	Weekday (Tuesday)	0	T	858	
H	WDX	Weekday (Wednesday)	0	T	859	
H	WEX	Weekday (Thursday)	0	T	860	
H	WFX	Weekday (Friday)	0	T	861	
H	WGX	Weekday (Saturday)	0	T	862	
H	WHT	Industry - Wholesale trade	0	T	757	
L	00X	All industry	0	T	6	
L	ABX	Age group (14 - 15 yrs.)	0	T	864	
L	ACX	Age group (16 - 19 yrs.)	0	T	865	
L	ADW	Industry - Administration and support and waste management	0	T	914	
L	ADX	Age group (20 - 24 yrs.)	0	T	866	
L	AER	Industry - Arts, entertainment, and recreation	0	T	915	
L	AEX	Age group (25 - 34 yrs.)	0	T	867	
L	AFH	Industry - Agriculture, forestry, fishing, and hunting	0	T	916	
L	AFS	Industry - Accommodation and food services	0	T	917	
L	AFX	Age group (35 - 44 yrs.)	0	T	868	
L	AGX	Age group (45 - 54 yrs.)	0	T	869	
L	AHX	Age group (55 - 64 yrs.)	0	T	870	
L	AIX	Age group (65+ yrs.)	0	T	871	
L	AJX	Age group (not reported)	0	T	872	
L	CON	Industry - Construction	0	T	918	
L	DAX	DAFW (1 day)	0	T	873	
L	DBX	DAFW (2 days)	0	T	874	
L	DCX	DAFW (3 - 5 days)	0	T	875	
L	DDX	DAFW (6 - 10 days)	0	T	876	
L	DEX	DAFW (11 - 20 days)	0	T	877	
L	DFX	DAFW (21 - 30 days)	0	T	878	
L	DGX	DAFW (31+ days)	0	T	879	
L	E11	Event - Intentional injury by other person	0	T	880	
L	E12	Event - Injury by person-unintentional or intent unknown	0	T	881	
L	E13	Event - Animal and insect related incidents	0	T	882	
L	E1X	Event - Violence and other injuries by persons or animal	0	T	883	
L	E26	Event - Roadway incidents involving motorized land vehicles	0	T	884	
L	E2X	Event - Transportation incidents	0	T	885	
L	E3X	Event - Fires and explosions	0	T	886	
L	E41	Event - Slips, trips without fall	0	T	887	
L	E42	Event - Fall on same level	0	T	888	
L	E43	Event - Fall to lower level	0	T	889	
L	E4X	Event - Falls, slips, trips	0	T	890	
L	E5X	Event - Exposure to harmful substances or enviroments	0	T	891	
L	E62	Event - Struck by object or equipment	0	T	892	
L	E63	Event - Struck against object or equipment	0	T	893	
L	E64	Event - Caught in or compressed by object or equipment	0	T	894	
L	E6X	Event - Contact with object, equipment	0	T	895	
L	E72	Event - Repetitive motion involving microtasks	0	T	896	
L	E7A	Event - Overexertion in lifting or lowering	0	T	897	
L	E7X	Event - Overexertion and bodily reaction	0	T	898	
L	EDS	Industry - Educational services	0	T	919	
L	EHS	Industry - Education and health services	0	T	920	
L	EXX	Event - all other	0	T	899	
L	FIA	Industry - Financial activities	0	T	921	
L	FIN	Industry - Finance and insurance	0	T	922	
L	GFX	Gender (Female)	0	T	900	
L	GMX	Gender (Male)	0	T	901	
L	GNX	Gender (Not reported)	0	T	902	
L	GP1	Industry - Goods producing	0	T	923	
L	HAS	Industry - Health care and social assistance	0	T	924	
L	HAX	Hours (before shift began)	0	T	903	
L	HBX	Hours (less than 1 hour)	0	T	904	
L	HCX	Hours (1 -2 hours)	0	T	905	
L	HDX	Hours (2 - 4 hours)	0	T	906	
L	HEX	Hours (4 - 6 hours)	0	T	907	
L	HFX	Hours (6 - 8 hours)	0	T	908	
L	HGX	Hours (8 - 10 hours)	0	T	909	
L	HHX	Hours (10 - 12 hours)	0	T	910	
L	HIX	Hours (12 - 16 hours)	0	T	911	
L	HJX	Hours (more than 16 hours)	0	T	912	
L	HKX	Hours (not reported)	0	T	913	
L	INF	Industry - Information	0	T	925	
L	LEH	Industry - Leisure and hospitality	0	T	926	
L	MCE	Industry - Management of companies and enterprises	0	T	927	
L	MFG	Industry - Manufacturing	0	T	928	
L	MIN	Industry - Mining	0	T	929	
L	MSD	Musculoskeletal disorders	0	T	942	
L	N1A	Nature - Fractures	0	T	943	
L	N1B	Nature - Sprains, strains, tears	0	T	944	
L	N1C	Nature - Amputations	0	T	945	
L	N1D	Nature - Bruise, contusions	0	T	946	
L	N1E	Nature - Chemical burns and corrosions	0	T	947	
L	N1F	Nature - Heat (thermal) burns	0	T	948	
L	N1G	Nature - Soreness, pain	0	T	949	
L	N21	Nature - Cuts, lacerations	0	T	950	
L	N22	Nature - Punctures (except gunshot wounds)	0	T	951	
L	N2X	Nature - Cuts, lacerations, punctures	0	T	952	
L	N3A	Nature - Carpal tunnel syndrome	0	T	953	
L	N3B	Nature - Tendonitis	0	T	954	
L	N81	Nature - With sprains	0	T	955	
L	N82	Nature - With fractures	0	T	956	
L	N8X	Nature - Multiple traumatic injuries	0	T	957	
L	NRM	Industry - Natural resources	0	T	930	
L	NXX	Nature - all other	0	T	958	
L	O10	Occupation - Management, Business, and Financial Occupations (11-13)	0	T	959	
L	O23	Occupation - Computer, Engineering, and Science Occupations (15-19)	0	T	961	
L	O25	Occupation - Education, Legal, Community Service, Arts, and Media Occupations (21-27)	0	T	962	
L	O27	Occupation - Healthcare Practitioners and Technical Occupations (29)	0	T	963	
L	O30	Occupation - Service Occupations (31-39)	0	T	964	
L	O41	Occupation - Sales and Related Occupations	0	T	965	
L	O43	Occupation - Office and Administrative Support Occupations	0	T	966	
L	O45	Occupation - Farming, Fishing, and Forestry Occupations	0	T	967	
L	O47	Occupation - Construction and Extraction Occupations	0	T	968	
L	O49	Occupation - Installation, Maintenance, and Repair Occupations	0	T	969	
L	O51	Occupation - Production Occupations	0	T	970	
L	O53	Occupation - Transportation and Material Moving Occupations	0	T	971	
L	OTS	Industry - Other services	0	T	931	
L	P11	Part - Eye	0	T	972	
L	P1X	Part - Head	0	T	973	
L	P2X	Part - Neck	0	T	974	
L	P32	Part - Back	0	T	975	
L	P3X	Part - Trunk	0	T	976	
L	P41	Part - Shoulder	0	T	977	
L	P42	Part - Arm	0	T	978	
L	P43	Part - Wrist	0	T	979	
L	P44	Part - Hand(s)	0	T	980	
L	P4A	Part - Hand(s), except finger(s)	0	T	981	
L	P4B	Part - Finger(s), fingernail(s)	0	T	982	
L	P4X	Part - Upper extremities	0	T	983	
L	P51	Part - Knee	0	T	984	
L	P52	Part - Ankle	0	T	985	
L	P53	Part - Foot	0	T	986	
L	P54	Part - Toe, toenail	0	T	987	
L	P5X	Part - Lower extremities	0	T	988	
L	P6X	Part - Body systems	0	T	989	
L	P8X	Part - Multiple	0	T	990	
L	PAD	Industry - Public Administration	0	T	932	
L	PBS	Industry - Professional business services	0	T	933	
L	PST	Industry - Professional, scientific, and technical services	0	T	934	
L	PXX	Part - all other	0	T	991	
L	RAX	Race (American Indian or Alaska native)	0	T	992	
L	RBX	Race (Asian)	0	T	993	
L	RCX	Race (Black or African American)	0	T	994	
L	RDX	Race (Hispanic or Latino)	0	T	995	
L	RET	Industry - Retail trade	0	T	935	
L	REX	Race (Native Hawaiian or Other Pacific Islander)	0	T	996	
L	RFX	Race (White)	0	T	997	
L	RGX	Race (Not reported)	0	T	998	
L	RHX	Race (Multi-race)	0	T	999	
L	RIX	Race (Hispanic and other)	0	T	1000	
L	RRL	Industry - Real estate and rental leasing	0	T	936	
L	S1X	Source - Chemical, chemical products	0	T	1011	
L	S21	Source - Containers	0	T	1012	
L	S22	Source - Furniture, fixtures	0	T	1013	
L	S3X	Source - Machinery	0	T	1014	
L	S4X	Source - Parts and materials	0	T	1015	
L	S56	Source - Person, injured or ill worker	0	T	1016	
L	S57	Source - Person, other than injured or ill workers	0	T	1017	
L	S5B	Source - Worker motion or position	0	T	1018	
L	S5C	Source - Patient	0	T	1019	
L	S66	Source - Floors, walkways, ground surfaces	0	T	1020	
L	S74	Source - Ladder	0	T	1022	
L	S7A	Source - Handtools	0	T	1023	
L	S8C	Source - Trucks	0	T	1024	
L	S8D	Source - Cart, dolly, hand truck-nonpowered	0	T	1025	
L	S8X	Source - Vehicles	0	T	1026	
L	SP1	Industry - Service providing	0	T	937	
L	SXX	Source - all other	0	T	1027	
L	T2X	Secondary Source - Containers, furniture, and fixtures	0	T	1001	
L	T31	Secondary Source - Computers and peripheral equipment	0	T	1002	
L	T3X	Secondary Source - Machinery	0	T	1003	
L	T71	Secondary Source - Firearms, law enforcement, and other self-defense equipment	0	T	1004	
L	T7X	Secondary Source - Tools, instruments, and equipment	0	T	1005	
L	T84	Secondary Source - Highway vehicle, motorized	0	T	1006	
L	T8X	Secondary Source - Vehicles	0	T	1007	
L	T91	Secondary Source - Ice, sleet, snow	0	T	1008	
L	T92	Secondary Source - Liquids-nonchemical	0	T	1009	
L	TAX	Time (12:01AM - 4:00AM)	0	T	1028	
L	TBX	Time (4:01AM - 8:00AM)	0	T	1029	
L	TCX	Time (8:01AM - 12Noon)	0	T	1030	
L	TDX	Time (12:01PM - 4:00PM)	0	T	1031	
L	TEX	Time (4:01PM - 8:00PM)	0	T	1032	
L	TFX	Time (8:01PM - 12Midnight)	0	T	1033	
L	TGX	Time (not reported)	0	T	1034	
L	TRW	Industry - Transportation and warehousing	0	T	938	
L	TTU	Industry - Trade, transportation, and utilities	0	T	939	
L	TXX	Secondary Source - all other	0	T	1010	
L	UTL	Industry - Utilities	0	T	940	
L	WAX	Weekday (Sunday)	0	T	1035	
L	WBX	Weekday (Monday)	0	T	1036	
L	WCX	Weekday (Tuesday)	0	T	1037	
L	WDX	Weekday (Wednesday)	0	T	1038	
L	WEX	Weekday (Thursday)	0	T	1039	
L	WFX	Weekday (Friday)	0	T	1040	
L	WGX	Weekday (Saturday)	0	T	1041	
L	WHT	Industry - Wholesale trade	0	T	941	
M	00X	All industry	0	T	7	
M	ABX	Age group (14 - 15 yrs.)	0	T	1043	
M	ACX	Age group (16 - 19 yrs.)	0	T	1044	
M	ADW	Industry - Administration and support and waste management	0	T	1093	
M	ADX	Age group (20 - 24 yrs.)	0	T	1045	
M	AER	Industry - Arts, entertainment, and recreation	0	T	1094	
M	AEX	Age group (25 - 34 yrs.)	0	T	1046	
M	AFH	Industry - Agriculture, forestry, fishing, and hunting	0	T	1095	
M	AFS	Industry - Accommodation and food services	0	T	1096	
M	AFX	Age group (35 - 44 yrs.)	0	T	1047	
M	AGX	Age group (45 - 54 yrs.)	0	T	1048	
M	AHX	Age group (55 - 64 yrs.)	0	T	1049	
M	AIX	Age group (65+ yrs.)	0	T	1050	
M	AJX	Age group (not reported)	0	T	1051	
M	CON	Industry - Construction	0	T	1097	
M	DAX	DAFW (1 day)	0	T	1052	
M	DBX	DAFW (2 days)	0	T	1053	
M	DCX	DAFW (3 - 5 days)	0	T	1054	
M	DDX	DAFW (6 - 10 days)	0	T	1055	
M	DEX	DAFW (11 - 20 days)	0	T	1056	
M	DFX	DAFW (21 - 30 days)	0	T	1057	
M	DGX	DAFW (31+ days)	0	T	1058	
M	E6X	Event - Contact with object, equipment	0	T	1074	
M	E72	Event - Repetitive motion involving microtasks	0	T	1075	
M	E7A	Event - Overexertion in lifting or lowering	0	T	1076	
M	E7X	Event - Overexertion and bodily reaction	0	T	1077	
M	EDS	Industry - Educational services	0	T	1098	
M	EHS	Industry - Education and health services	0	T	1099	
M	FIA	Industry - Financial activities	0	T	1100	
M	FIN	Industry - Finance and insurance	0	T	1101	
M	GFX	Gender (Female)	0	T	1079	
M	GMX	Gender (Male)	0	T	1080	
M	GNX	Gender (Not reported)	0	T	1081	
M	GP1	Industry - Goods producing	0	T	1102	
M	HAS	Industry - Health care and social assistance	0	T	1103	
M	HAX	Hours (before shift began)	0	T	1082	
M	HBX	Hours (less than 1 hour)	0	T	1083	
M	HCX	Hours (1 -2 hours)	0	T	1084	
M	HDX	Hours (2 - 4 hours)	0	T	1085	
M	HEX	Hours (4 - 6 hours)	0	T	1086	
M	HFX	Hours (6 - 8 hours)	0	T	1087	
M	HGX	Hours (8 - 10 hours)	0	T	1088	
M	HHX	Hours (10 - 12 hours)	0	T	1089	
M	HIX	Hours (12 - 16 hours)	0	T	1090	
M	HJX	Hours (more than 16 hours)	0	T	1091	
M	HKX	Hours (not reported)	0	T	1092	
M	INF	Industry - Information	0	T	1104	
M	LAX	LOS (< 3 mos.)	0	T	1121	
M	LBX	LOS (3 - 11 mos.)	0	T	1122	
M	LCX	LOS (1 - 5 yrs.)	0	T	1123	
M	LDX	LOS (5 yrs.)	0	T	1124	
M	LEH	Industry - Leisure and hospitality	0	T	1105	
M	LEX	LOS (Not reported)	0	T	1125	
M	MCE	Industry - Management of companies and enterprises	0	T	1106	
M	MFG	Industry - Manufacturing	0	T	1107	
M	MIN	Industry - Mining	0	T	1108	
M	N1B	Nature - Sprains, strains, tears	0	T	1127	
M	N1G	Nature - Soreness, pain	0	T	1132	
M	N3A	Nature - Carpal tunnel syndrome	0	T	1136	
M	N3B	Nature - Tendonitis	0	T	1137	
