title_code	title_name
LIFEINCPR00	Percent Of Professional, Technical, And Related Workers Participating In Life Insurance Benefits
LIFEINCPT00	Percent Of Part-time Workers Participating In Life Insurance Benefits
LIFEINCSO00	Percent Of Workers In the South Region Participating In Life Insurance Benefits
LIFEINCSP00	Percent Of Workers In Service-producing Industries Particiapting In Life Insurance Benefits
LIFEINCSX00	Percent Of Service Workers Participating In Life Insurance Plans
LIFEINCUN00	Percent Of Union Workers Participating In Life Insurance Benefits
LIFEINCW100	Percent Of Workers In Establishments With 1-99 Workers Participating In Life Insurance Benefits
LIFEINCW200	Percent Of Workers In Establishments With 100 Or More Workers Participating In Life Insurance Benefi
LIFEINCWC00	Percent Of White-collar Workers Participating In Life Insurance Plans
LIFEINCWE00	Percent Of Workers In the West Region Participating In Life Insurance Benefits
LIFEMULTAVG	Average Life Insurance Based On Multiple Of Earnings
LTCINC00000	Percent Of All Workers With Access To Long-term Care Insurance
LTCINCBX000	Percent Of Blue-collar Workers With Access To Long-term Care Insurance
LTCINCFT000	Percent Of Full-time Workers With Access To Long-term Care Insurance
LTCINCGP000	Percent Of Workers In Goods-producing Industries With Access To Long-term Care Insurance
LTCINCNU000	Percent Of Nonunion Workers With Access To Long-term Care Insurance
LTCINCPT000	Percent Of Part-time Workers With Access To Long-term Care Insurance
LTCINCSP000	Percent Of Workers In Service-producing Industries With Access To Long-term Care Insurance
LTCINCSX000	Percent Of Service Workers With Access To Long-term Care Insurance
LTCINCUN000	Percent Of Union Workers With Access To Long-term Care Insurance
LTCINCW1000	Percent Of Workers In Establishments With 1-99 Workers With Access To Long-term Care Insurance
LTCINCW2000	Percent Of Workers In Establishments With 100 Or More Workers With Access To Long-term Care Insuranc
LTCINCWC000	Percent Of White-collar Workers With Access To Long-term Care Insurance
LTDINC00000	Percent Of All Workers Participating In Long-term Disability Insurance
LTDINCBC000	Percent Of Blue-collar and Service Workers Participating In Long-term Disability Insurance
LTDINCBX000	Percent Of Blue-collar Workers Participating In Long-term Disability Insurance
LTDINCCS000	Percent Of Clerical And Sales Workers Participating In Long-term Disability Insurance
LTDINCFT000	Percent Of Full-time Workers Participating In Long-term Disability Insurance
LTDINCGP000	Percent Of Workers In Goods-producing Industries Participating In Long-term Disability Insurance
LTDINCMW000	Percent Of Workers In the Midwest Region Participating In Long-term Disability Insurance
LTDINCNE000	Percent Of Workers In the Northeast Region Participating In Long-term Disability Insurance
LTDINCNU000	Percent Of Nonunion Workers Participating In Long-term Disability Insurance
LTDINCPR000	Percent Of Professional, Technical, And Related Workers Participating In Long-term Disability Insura
LTDINCPT000	Percent Of Part-time Workers Partcicpating In Long-term Disability Insurance
LTDINCSO000	Percent Of Workers In the South Region Participating In Long-term Disability Insurance
LTDINCSP000	Percent Of Workers In Service-producing Industries Participating In Long-term Disability Insurance
LTDINCSX000	Percent Of Service Workers Participating In Long-term Disability Insurance
LTDINCUN000	Percent Of Long-term Disability Insurance Among Union Workers
LTDINCW1000	Percent Of Workers In Establishments With 1-99 Workers Participating In Long-term Disability Insuran
LTDINCW2000	Percent Of Workers In Establishments With 100 Or More Workers Participating In Long-term Disability
LTDINCWC000	Percent Of White-collar Workers Participating In Long-term Disability Insurance
LTDINCWE000	Percent Of Workers In the West Region Participating In Long-term Disability Insurance
LUNCHAVE000	Average Paid Lunch Minutes Per Day
LUNCHINC000	Incidence Of Paid Lunch Time
MEDINC00000	Percent Of All Workers Participating In Medical Care Benefits
MEDINCBC000	Percent Of Blue-collar And Service Employees Participating In Medical Care Benefits
MEDINCBX000	Percent Of Blue-collar Workers Participating In Medical Care Benefits
MEDINCCS000	Percent Of Clerical And Sales Employees Participating In Medical Care Benefits
MEDINCFT000	Percent Of Full-time Workers Participating In Medical Care Benefits
MEDINCGP000	Percent Of Workers In Goods-producing Industries Participating In Medical Care Benefits
MEDINCMW000	Percent Of Workers In the Midwest Region Participating In Medical Care Benefits
MEDINCNE000	Percent Of Workers In the Northeast Region Participating In Medical Care Benefits
MEDINCNU000	Percent Of Nonunion Workers Participating In Medical Care Benefits
MEDINCPR000	Percent Of Professional, Technical, And Related Employees Participating In Medical Care Benefits
MEDINCPT000	Percent Of Part-time Workers Participating In Medical Care Benefits
MEDINCSO000	Incidence Of Medical Care Benefits Among Workers In the South Region
MEDINCSP000	Percent Of Workers In Service-producing Industries Participating In Medical Care Benefits
MEDINCSX000	Percent Of Service Workers Participating In Medical Care Benefit Plans
MEDINCUN000	Percent Of Union Workers Participating In Medical Care Benefits
MEDINCW1000	Percent Of Workers In Establishments With 1-99 Workers Participating In Medical Care Benefits
MEDINCW2000	Percent Of Workers In Establishments With 100 Or More Workers Participating In Medical Care Benefits
MEDINCWC000	Percent Of White-collar Workers Participating In Medical Care Benefits
MEDINCWE000	Percent Of Workers In the West Region Participating In Medical Care Benefits
MENTAL00000	Percent Of Employees With Medical Care Benefits Who Have Coverage For Mental Health Care
MILITAVG000	Average Number Of Paid Military Leave Days Per Occurrence
MILITINC000	Percent Of All Workers With Access To Paid Military Leave
MILITINCBX0	Percent Of Blue-collar Workers With Access To Paid Military Leave
MILITINCFT0	Percent Of Full-time Workers With Access To Paid Military Leave
MILITINCGP0	Percent Of Workers In Goods-producing Industries With Access To Paid Military Leave
MILITINCNU0	Percent Of Nonunion Workers With Access To Paid Military Leave
MILITINCPT0	Percent Of Part-time Workers With Access To Paid Military Leave
MILITINCSP0	Percent Of Workers In Service-producing Industries With Access To Paid Military Leave
MILITINCSX0	Percent Of Service Workers With Access To Paid Military Leave
MILITINCUN0	Percent Of Union Workers With Access To Paid Military Leave
MILITINCW10	Percent Of Workers In Establishments With 1-99 Workers With Access To Paid Military Leave
MILITINCW20	Percent Of Workers In Establishments With 100 Or More Workers With Access To Paid Military Leave
MILITINCWC0	Percent Of White-collar Workers With Access To Paid Military Leave
MPP00000000	Percent Of Employees With Defined Contribution Who Participate In Money Purchase Plans
NORMRET6500	Percent Of Employees With Defined Benefit Pension With Full Benefits Prior To Age 65
NPBNSINC000	Percent Of All Workers With Access To Nonproduction Bonuses
NPBNSINCBX0	Percent Of Blue-collar Workers With Access To Nonproduction Bonuses
NPBNSINCFT0	Percent Of Full-time Workers With Access To Nonproduction Bonuses
NPBNSINCGP0	Percent Of Workers In Goods-producing Industries With Access To Nonproduction Bonuses
NPBNSINCNU0	Percent Of Nonunion Workers With Access To Nonproduction Bonuses
NPBNSINCPT0	Percent Of Part-time Workers With Access To Nonproduction Bonuses
NPBNSINCSP0	Percent Of Workers In Service-producing Industries With Access To Nonproduction Bonuses
NPBNSINCSX0	Percent Of Service Workers With Access To Nonproduction Bonuses
NPBNSINCUN0	Percent Of Union Workers With Access To Nonproduction Bonuses
NPBNSINCW10	Percent Of Workers In Establishments With 1-99 Workers With Access To Nonproduction Bonuses
NPBNSINCW20	Percent Of Workers In Establishments With 100 Workers Or More With Access To Nonproduction Bonuses
NPBNSINCWC0	Percent Of White-collar Workers With Access To Nonproduction Bonuses
OFFSTECC000	Incidence Of Off-site Child Care
ONSTECC0000	Incidence Of On-site Child Care
PERSAVE0000	Average Number Of Paid Personal Leave Days Per Year
PERSINC0000	Percent Of Workers With Access To Paid Personal Leave Benefits
PERSINCBX00	Percent Of Blue-collar Workers With Access To Paid Personal Leave Benefits
PERSINCFT00	Percent Of Ful-time Workers With Access To Paid Personal Leave Benefits
PERSINCGP00	Percent of Workers In Goods-producing Industries With Access To Paid Personal Leave Benefits
PERSINCNU00	Percent Of Nonunion Workers With Access To Paid Personal Leave Benefits
PERSINCPT00	Percent Of Part-time Workers With Access To Paid Personal Leave Benefits
PERSINCSP00	Percent Of Workers In Service-producing Industries With Access To Paid Personal Leave Benefits
PERSINCSX00	Percent Of Service Workers With Access To Paid Personal Leave Benefits
PERSINCUN00	Percent Of Union Workers With Access To Paid Personal Leave Benefits
PERSINCW100	Percent Of Workers In Establishments With 1-99 Workers With Access To Paid Personal Leave Benefits
PERSINCW200	Percent Of Workers In Establishments With 100 Workers Or More With Access To Paid Personal Leave Ben
PERSINCWC00	Percent Of White-collar Workers With Access To Paid Personal Leave Benefits
PPO00000000	Percent Of Employees With Medical Care In Preferred Provider Organization Plans
PREMCONV000	Incidence of Premium Conversion Plans
PROFITSHA00	Percent Of Employees With Defined Contribution Who Participate In Deferred Profit Sharing Plans
REIMBINC000	Incidence Of Reimbursement Accounts
RESTAVE0000	Average Paid Rest Time Minutes Per Day
RESTINC0000	Incidence Of Paid Rest Time
RETLIFEINC0	Percent Of Employees With Life Insurance Who Have Coverage Continue Into Retirement
SACINCINS00	Percent Of All Workers Participating In Short-term Disability Benefits
SACINCINSBC	Percent Of Blue-collar And Service Workers Participating In Short-term Disability Benefits
SACINCINSBX	Percent of Blue-collar Workers Participating In Short-term Disability Benefits
SACINCINSCS	Percent Of Clerical And Sales Workers Participating In Short-term Disability Benefits
SACINCINSFT	Percent Of Full-time Workers Participating In Short-term Disability Benefits
SACINCINSGP	Percent Of Workers In Goods-producing Industries Participating In Short-term Disability Benefits
SACINCINSMW	Percent Of Workers In the Midwest Region Participating In Short-term Disability Benefits
SACINCINSNE	Percent Of Workers In the Northeast Region Participating In Short-term Disability Benefits
SACINCINSNU	Percent Of Nonunion Workers Participating In Short-term Disability Benefits
SACINCINSPR	Percent Of Professional, Technical, And Related Employees Participating In Short-term Disability Ben
SACINCINSPT	Percent Of Part-time Workers Participating In Short-term Disability Benefits
SACINCINSSO	Percent Of Workers In the South Region Participating In Short-term Disability Benefits
SACINCINSSP	Percent Of Workers In Service-producing Industries Participating In Short-term Disability Benefits
SACINCINSSX	Percent Of Service Workers Participating In Short-term Disability Benefits
SACINCINSUN	Percent Of Union Workers Participating In Short-term Disability Benefits
SACINCINSW1	Percent Of Workers In Establishments With 1-99 Workers Participating In Short-term Disability Benefi
SACINCINSW2	Percent Of Workers In Establishments With 100 Or More Workers Participating In Short-term Disability
SACINCINSWC	Percent Of White-collar Workers Participating In Short-term Disability Benefits
SACINCINSWE	Percent Of Workers In the West Region Participating In Short-term Disability Benefits
SAVTHRIFT00	Percent Of Employees With Defined Contribution Who Participate In Savings And Thrift Plans
SEC125INC00	Incidence Of Section 125 Cafeteria Plans
SELFAVE0000	Average Employee Contribution For Single Coverage Medical Care Benefits
SELFAVEBC00	Average Blue-collar And Service Employee Contribution For Single Coverage Medical Care Benefits
SELFAVEBX00	Average Contribution For Single Coverage Medical Care Benefits Required Of Blue-collar Workers
SELFAVECS00	Average Clerical And Sales Employee Contribution For Single Coverage Medical Care Benefits
SELFAVEFT00	Average Full-time Employee Contribution For Single Coverage Medical Care Benefits
SELFAVEGP00	Average Employee Contribution For Single Coverage Medical Care Benefits In Goods-producing Industrie
SELFAVEMW00	Average Employee Contribution For Single Coverage Medical Care Benefits In the Midwest Region
SELFAVENE00	Average Employee Contribution For Single Coverage Medical Care Benefits In the Northeast Region
SELFAVENU00	Average Nonunion Employee Contribution For Single Coverage Medical Care Benefits
SELFAVEPR00	Average Professional, Technical, And Related Employee Contribution For Single Coverage Medical Care
SELFAVEPT00	Average Part-time Employee Contribution For Single Coverage Medical Care Benefits
SELFAVESO00	Average Employee Contribution For Single Coverage Medical Care Benefits In the South Region
SELFAVESP00	Average Employee Contribution For Single Coverage Medical Care Benefits In Service-producing Industr
SELFAVESX00	Average Contribution For Single Coverage Medical Care Benefits Required Of Service Workers
SELFAVEUN00	Average Union Employee Contribution For Single Coverage Medical Care Benefits
SELFAVEW100	Average Employee Contribution For Single Coverage Medical Care Benefits In Establishments With 1-99
SELFAVEW200	Average Employee Contribution For Single Coverage Medical Care Benefits In Establishments With 100 O
SELFAVEWC00	Average Contribution For Single Coverage Medical Care Benefits Required Of White-collar Workers
SELFAVEWE00	Average Employee Contribution For Single Coverage Medical Care Benefits In the West Region
SELFCONTBC0	Percent Of Blue-collar and Service Employees With Medical Care Required To Contribute To Single Cove
SELFCONTBX0	Percent of Blue-collar Workers With Medical Care Required To Contribute Toward Cost Of Single Covera
SELFCONTCS0	Percent Of Clerical And Sales Employees With Medical Care Required To Contribute Toward Cost Of Sing
SELFCONTFT0	Percent Of Full-time Employees With Medical Care Required To Contribute Toward Cost Of Single Covera
SELFCONTGP0	Percent Of Employees In Goods-producing Industries With Medical Care Required To Contribute Toward C
SELFCONTMW0	Percent Of Employees In the Midwest Region With Medical Care Required To Contribute Toward Cost Of S
SELFCONTNE0	Percent Of Employees In the Northeast Region With Medical Care Required To Contribute Toward Cost Of
SELFCONTNU0	Percent Of Nonunion Employees With Medical Care Required To Contribute Toward Cost Of Single Coverag
SELFCONTPR0	Percent Of Professional, Technical, And Related Employees With Medical Care Required To Contribute T
SELFCONTPT0	Percent Of Part-time Employees With Medical Care Required To Contribute Toward Cost Of Single Covera
SELFCONTRIB	Percent Of All Employees With Medical Care Required To Contribute Toward Cost Of Single Coverage
SELFCONTSO0	Percent Of Employees In the South Region With Medical Care Required To Contribute Toward Cost Of Sin
SELFCONTSP0	Percent Of Employees In Service-producing Industries With Medical Care Required To Contribute Toward
SELFCONTSX0	Percent Of Service Workers With Medical Care Required To Contribute Toward Cost Of Single Coverage
SELFCONTUN0	Percent Of Union Employees With Medical Care Required To Contribute Toward Cost Of Single Coverage
SELFCONTW10	Percent Of Employees With Medical Care Required To Contribute Toward Cost Of Single Coverage In Esta
SELFCONTW20	Percent Of Employees With Medical Care Required To Contribute Toward Cost Of Single Coverage In Esta
SELFCONTWC0	Percent Of White-collar Workers With Medical Care Required To Contribute Toward Cost Of Single Cover
SELFCONTWE0	Percent Of Employees In the West Region With Medical Care Required To Contribute Toward Cost Of Sing
SELFINS0000	Percent Of Employees With Medical Care In Self-insured Plans
SEVPAY00000	Incidence Of Severance Pay
SICKINC0000	Percent Of All Workers With Access To Paid Sick Leave
SICKINCBC00	Percent Of Blue-collar And Service Workers With Access To Paid Sick Leave
SICKINCBX00	Percent Of Blue-collar Workers With Access To Paid Sick Leave
SICKINCCS00	Percent Of Clerical And Sales Workers With Access To Paid Sick Leave
SICKINCFT00	Percent Of Full-time Workers With Access To Paid Sick Leave
SICKINCGP00	Percent Of Workers In Goods-producing Industries With Access To Paid Sick Leave
SICKINCMW00	Percent Of Workers In the Midwest Region With Access To Paid Sick Leave
SICKINCNE00	Percent Of Workers In the Northeast Region With Access To Paid Sick Leave
SICKINCNU00	Percent Of Nonunion Workers With Access To Paid Sick Leave
SICKINCPR00	Percent Of Professional, Technical, And Related Employees With Access To Paid Sick Leave
SICKINCPT00	Percent Of Part-time Workers With Access To Paid Sick Leave
SICKINCSO00	Percent Of Workers In the South Region With Access To Paid Sick Leave
SICKINCSP00	Percent Of Workers In Service-producing Industries With Access To Paid Sick Leave
SICKINCSX00	Percent Of Service Workers With Access To Paid Sick Leave
SICKINCUN00	Percent Of Union Workers With Access To Paid Sick Leave
SICKINCW100	Percent Of Workers In Establishments With 1-99 Workers With Access To Paid Sick Leave
SICKINCW200	Percent Of Workers In Establishments With 100 Or More Workers With Access To Paid Sick Leave
SICKINCWC00	Percent Of White-collar Workers With Access To Paid Sick Leave
SICKINCWE00	Percent Of Workers In the West Region With Access To Paid Sick Leave
SLFCONTNR00	Percent Of Employees With Medical Care Not Required To Contribute Toward Cost Of Single Coverage
SOCSECINT00	Percent Of Employees With Defined Benefit Pension Integrated With Social Security
SUBCOMUT000	Percent Of All Workers With Access To Subsidized Commuting Benefits
SUBCOMUTBX0	Percent Of Blue-collar Workers With Access To Subsidized Commuting Benefits
SUBCOMUTFT0	Percent Of Full-time Workers With Access To Subsidized Commuting Benefits
SUBCOMUTGP0	Percent Of Workers In Goods-producing Industries With Access To Subsidized Commuting Benefits
SUBCOMUTNU0	Percent Of Nonunion Workers With Access To Subsidized Commuting Benefits
SUBCOMUTPT0	Percent Of Part-time Workers With Access To Subsidized Commuting Benefits
SUBCOMUTSP0	Percent Of Workers In Service-producing Industries With Access To Subsidized Commuting Benefits
SUBCOMUTSX0	Percent Of Service Workers With Access To Subsidized Commuting Benefits
SUBCOMUTUN0	Percent Of Union Workers With Access To Subsidized Commuting Benefits
SUBCOMUTW10	Percent Of Workers In Establishments With 1-99 Workers With Access To Subsidized Commuting Benefits
SUBCOMUTW20	Percent Of Workers In Establishments With 100 Or More Workers With Access To Subsidized Commuting Be
SUBCOMUTWC0	Percent Of White-collar Workers With Access To Subsidized Commuting Benefits
SUPUNEMP000	Incidence Of Supplemental Unemployment Benefits
SURVINC0000	Incidence Of Survivor Income Coverage
SURVINCBC00	Incidence Of Survivor Income Coverage Among Blue-collar And Service Employees
SURVINCCS00	Incidence Of Survivor Income Coverage Among Clerical And Sales Employees
SURVINCFT00	Incidence Of Survivor Income Coverage Among Full-time Workers
SURVINCGP00	Incidence Of Survivor Income Coverage Among Workers In Goods-producing Industries
SURVINCMW00	Incidence Of Survivor Income Coverage Among Workers In the Midwest Region
SURVINCNE00	Incidence Of Survivor Income Coverage Among Workers In the Northeast Region
SURVINCNU00	Incidence Of Survivor Income Coverage Among Nonunion Workers
SURVINCPR00	Incidence Of Survivor Income Coverage Among Professional, Technical, And Related Employees
SURVINCPT00	Incidence Of Survivor Income Coverage Among Part-time Workers
SURVINCSO00	Incidence Of Survivor Income Coverage Among Workers In the South Region
SURVINCSP00	Incidence Of Survivor Income Coverage Among Workers In Service-producing Industries
SURVINCUN00	Incidence Of Survivor Income Coverage Among Union Workers
SURVINCW100	Incidence Of Survivor Income Coverage Among Employees In Establishments With 1-99 Workers
SURVINCW200	Incidence Of Survivor Income Coverage Among Employees In Establishments With 100 Or More Workers
SURVINCWE00	Incidence Of Survivor Income Coverage Among Workers In the West Region
TERMEARN000	Percent Of Employees With Defined Benefit Pension Based On Terminal Earnings
TRAVACC0000	Percent Of All Workers With Access To Job-related Travel Accident Insurance
TRAVACCBX00	Percent Of Blue-collar Workers With Access To Job-related Travel Accident Insurance
TRAVACCFT00	Percent Of Full-time Workers With Access To Job-related Travel Accident Insurance
TRAVACCGP00	Percent Of Workers In Goods-producing Industries With Access To Job-related Travel Accident Insuranc
TRAVACCNU00	Percent Of Nonunion Workers With Access To Job-related Travel Accident Insurance
TRAVACCPT00	Percent Of Part-time Workers With Access To Job-related Travel Accident Insurance
TRAVACCSP00	Percent Of Workers In Service-producing Industries With Access To Job-related Travel Accident Insura
TRAVACCSX00	Percent Of Service Workers With Access To Job-related Travel Accident Insurance
TRAVACCUN00	Percent Of Union Workers With Access To Job-related Travel Accident Insurance
TRAVACCW100	Percent Of Workers In Establishments With 1-99 Workers With Access To Job-related Travel Accident In
TRAVACCW200	Percent Of Workers In Establishments With 100 Workers Or More With Access To Job-related Travel Acci
TRAVACCWC00	Percent Of White-collar Workers With Access To Job-related Travel Accident Insurance
UNPDFAMINC0	Percent Of Workers With Access To Unpaid Family Leave Benefits
UNPDMATINC0	Incidence Of Unpaid Maternity Leave
UNPDPATINC0	Incidence Of Unpaid Paternity Leave
VACAVG10YRS	Average Vacation Days At 10 Years Of Service
VACAVG1YR00	Average Vacation Days At 1 Year Of Service
VACAVG20YRS	Average Vacation Days At 20 Years Of Service
VACAVG5YRS0	Average Vacation Days At 5 Years Of Service
VACINC00000	Percent Of All Workers With Access To Paid Vacations
VACINCBC000	Percent Of Blue-collar And Service Workers With Access To Paid Vacations
VACINCBX000	Percent Of Blue-collar Workers With Access To Paid Vacations
VACINCCS000	Percent Of Clerical And Sales Workers With Access To Paid Vacations
VACINCFT000	Percent Of Full-time Workers With Access To Paid Vacations
VACINCGP000	Percent Of Workers In Goods-producing Industries With Access To Paid Vacations
VACINCMW000	Percent Of Workers In the Midwest Region With Access To Paid Vacations
VACINCNE000	Percent Of Workers In the Northeast Region With Access To Paid Vacations
VACINCNU000	Percent Of Nonunion Workers With Access To Paid Vacations
VACINCPR000	Percent Of Professional, Technical, And Related Workers With Access To Paid Vacations
VACINCPT000	Percent Of Part-time Workers With Access To Paid Vacations
VACINCSO000	Percent Of Workers In the South Region With Access To Paid Vacations
VACINCSP000	Percent Of Workers In Service-producing Industries With Access To Paid Vacations
VACINCSX000	Percent Of Service Workers With Access To Paid Vacations
VACINCUN000	Percent Of Union Workers With Access To Paid Vacations
VACINCW1000	Percent Of Workers In Establishments With 1-99 Workers With Access To Paid Vacations
VACINCW2000	Percent Of Workers In Establishments With 100 Or More Workers With Access To Paid Vacations
VACINCWC000	Percent Of White-collar Workers With Access To Paid Vacations
VACINCWE000	Percent Of Workers In the West Region With Access To Paid Vacations
VISIONINC00	Percent Of All Workers Participating In Vision Care Benefits
VISIONINCBC	Percent Of Blue-collar And Service Workers Participating In Vision Care Benefits
VISIONINCBX	Percent Of Blue-collar Workers Participating In Vision Care Benefits
VISIONINCCS	Percent Of Clerical And Sales Workers Participating In Vision Care Benefits
VISIONINCFT	Percent Of Full-time Workers Participating In Vision Care Benefits
VISIONINCGP	Percent Of Workers In Goods-producing Industries Participating In Vision Care Benefits
VISIONINCMW	Percent Of Workers In the Midwest Region Participating In Vision Care Benefits
VISIONINCNE	Percent Of Workers In the Northeast Region Participating In Vision Care Benefits
VISIONINCNU	Percent Of Nonunion Workers Participating In Vision Care Benefits
VISIONINCPR	Percent Of Professional, Technical, And Related Workers Participating In Vision Care Benefits
VISIONINCPT	Percent Of Part-time Workers Participating In Vision Care Benefits
VISIONINCSO	Percent Of Workers In the South Region Participating In Vision Care Benefits
VISIONINCSP	Percent Of Workers In Service-producing Industries Participating In Vision Care Benefits
VISIONINCSX	Percent Of Service Workers Participating In Vision Care Benefits
VISIONINCUN	Percent Of Union Workers Participating In Vision Care Benefits
VISIONINCW1	Percent Of Workers In Establishments With 1-99 Workers Participating In Vision Care Benefits
VISIONINCW2	Percent Of Workers In Establishments With 100 Or More Workers Participating In Vision Care Benefits
VISIONINCWC	Percent Of White-collar Workers Participating In Vision Care Benefits
VISIONINCWE	Percent Of Workers In the West Region Participating In Vision Care Benefits
WELLINC0000	Percent Of All Workers With Access To Wellness Programs
WELLINCBX00	Percent Of Blue-collar Workers With Access To Wellness Programs
WELLINCFT00	Percent Of Full-time Workers With Access To Wellness Programs
WELLINCGP00	Percent Of Workers In Goods-producing Industries With Access To Wellness Programs
WELLINCNU00	Percent Of Nonunion Workers With Access To Wellness Programs
WELLINCPT00	Percent Of Part-time Workers With Access To Wellness Programs
WELLINCSP00	Percent Of Workers In Service-producing Industries With Access To Wellness Programs
WELLINCSX00	Percent Of Service Workers With Access To Wellness Programs
WELLINCUN00	Percent Of Union Workers With Access To Wellness Programs
WELLINCW100	Percent Of Workers In Establishments With 1-99 Workers With Access To Wellness Programs
WELLINCW200	Percent Of Workers In Establishment With 100 Workers Or More With Access To Wellness Programs
WELLINCWC00	Percent Of White-collar Workers With Access To Wellness Programs
