group_code	item_code	item_name
09	13	Paper	
09	1301	Writing and printing papers	
09	130101	Ground wood paper, uncoated	
09	130119	Bleached bristol, clay-coated, uncoated, and industrial converted paper	
09	130120	Printing paper, coated at establishments other than where paper was produced	
09	1302	Newsprint	
09	130291	Newsprint	
09	1303	Packaging and industrial converting paper	
09	130306	Paper, construction	
09	130321	Coated and laminated single and multi-web paper	
09	1303211	Single-web paper, rolls and sheets, including waxed, for flexible packaging uses	
09	1303213	Multiweb laminated rolls and sheets, except foil, for flexible packaging uses	
09	130322	Coated and laminated single and multi-web film	
09	1303221	Single-web film, rolls, and sheets, including coextruded, for flexible packaging uses	
09	1303222	Coextruded single-web film, for flexible packaging uses	
09	1303223	Polypropylene/polypropylene multiweb laminated rolls and sheets, for flexible packaging uses	
09	1303226	Other film/film multiweb laminated rolls and sheets	
09	1305	All other coated and processed papers	
09	130505	Converted foil for nonpackaging applications	
09	130506	Other coated and processed papers, except for packaging uses	
09	14	Paperboard	
09	1405	Corrugated paperboard in sheets and rolls, lined and unlined	
09	140551	Corrugated paperboard in sheets and rolls, lined and unlined	
09	1411	Paperboard, excluding corrugated paperboard	
09	141104	Semichemical paperboard	
09	141105	Recycled paperboard	
09	141107	Unbleached kraft packaging and industrial converting paperboard	
09	15	Converted paper and paperboard products	
09	1501	Sanitary paper products, including stock	
09	150123	Sanitary paper products, including stock	
09	1501233	Sanitary tissue paper  products, made in paper mills	
09	15012331	Paper, facial tissues and handkerchiefs, incl. sputum wipes, made in paper mills	
09	15012332	Paper, table napkins, industrial & retail pkgs, bulk  and dispenser types, made in paper mills	
09	15012335	Paper towels, industrial pkgs (rolled, folded, and interfolded), made in paper mills	
09	15012336	Paper towels, retail packages (rolled, folded, and interfolded), made in paper mills	
09	15012337	Other sanitary paper products, made in paper mills	
09	15012338	Toilet tissue, retail packages, rolls and ovals	
09	1501234	Disposable diapers and similar disposable products, purchased sanitary paper stock and wadding	
09	1501235	Sanitary tissue paper products, made from purchased sanitary paper stock or wadding	
09	1502	Paper, plastic, and foil bags	
09	150214	Uncoated single-web paper grocers' bags and sacks and variety and shopping bags	
09	1502141	Uncoated paper grocers' bags and sacks	
09	1502142	Uncoated paper variety bags and pouches (merchandise) and shopping bags	
09	1502143	All other uncoated paper bags and pouches (including specialty bags, mothproof bags, etc.)	
09	150216	Specialty bags, pouches and liners	
09	1502161	Plastics, foil, and coated paper bags	
09	15021611	Specialty bags, pouches, and liners, coated and single-web paper	
09	15021612	Specialty bags, pouches, and liners, multiweb laminations and foil, except film-film	
09	1502162	Single-web film specialty bags, pouches, and liners	
09	15021621	Polyethylene grocery and variety bags and pouches	
09	15021622	Polyethylene refuse bags	
09	15021624	Polyethylene household food storage bags and pouches	
09	15021625	Other polyethylene bags, pouches, and liners	
09	15021627	Other single-web film specialty bags, pouches, and liners	
09	1502163	Multiweb film/film combination specialty bags, pouches and liners	
09	150218	Shipping sacks and multiwall bags, all materials, excpet textiles	
09	1502181	Single and double wall shipping sacks and bags, all materials, except textiles	
09	1502182	Multiwall (three-ply or more) shipping sacks and bags, all materials, except textiles	
09	1503	Paper boxes and containers	
09	150301	Corrugated and solid fiber boxes	
09	1503011	Corrugated shipping containers for food, beverages, carryout	
09	1503012	Corrugated shipping containers for paper and allied products	
09	1503013	Corrugated shipping containers, metal machinery, etc.	
09	1503014	Corrugated shipping containers for all other end uses	
09	150322	Setup (rigid) paperboard boxes	
09	150336	Folding paperboard boxes	
09	15033601	Folding paperboard boxes, packaging, and pkg. components	
09	150337	Paperboard fiber drums with ends of any material	
09	150351	Milk and milk-type paperboard cartons, incl. juice, etc.	
09	1504	Other corrugated & solid fiber products, incl. containers, etc.	
09	150441	Other corrugated & solid fiber products, incl. containers, etc.	
09	1506	Office supplies and accessories	
09	150636	Envelopes	
09	150646	Die-cut paper and paperboard office supplies	
09	150655	Paper supplies for business machines and other misc. unprinted office supplies	
09	150657	Tablets, pads, and related products	
09	1506571	Stationery	
09	1507	Fiber and composite cans & related products	
09	150731	Fiber cans, all fiber and composite	
09	150732	Fiber cores and tubes	
09	150733	Paperboard cones/reels/etc./all vulcanized fiber products	
09	1508	Molded pulp goods, including egg cartons, florists pots, food trays, etc.	
09	150814	Molded pulp goods, including egg cartons, florists pots, food trays, etc.	
09	1509	Miscellaneous converted paper and paperboard products	
09	150901	Pasted, lined, laminated, or surface-coated paperboard	
09	150902	Wallcoverings	
09	150999	Other sanitary paper/paperboard food containers/boards/trays	
09	1509992	Miscellaneous converted paper and paperboard products	
09	16	Pressure-sensitive products	
09	1601	Pressure-sensitive products	
09	160101	Pressure-sensitive products	
09	2	Building paper & building board mill prods.	
09	22	Hardboard, particleboard & fiberboard prods.	
09	2201	Particleboard and fiberboard	
09	220123	Particleboard	
09	2201231	Industrial particleboard	
09	2201232	Non-industrial particleboard	
09	220124	Waferboard and oriented strandboard (OSB)	
09	220131	Medium density fiberboard (MDF)	
09	220141	Prefinished particleboard & MDF made from purchased materials	
09	2202	Hardboard products	
09	220206	Hardboard products	
09	23	Cellulosic insulating fiberboard	
09	2301	Cellulosic insulating fiberboard	
09	230102	Cellulosic insulating fiberboard	
09	4	Publications, printed matter and printing material	
09	44	Books printing	
09	4401	Books printing	
09	440114	Books printing	
09	4401141	Textbook printing and binding	
09	4401143	Technical, scientific, & professional book printing & binding	
09	4401145	Religious book printing and binding	
09	4401147	General book (trade, etc.) printing and binding	
09	4401149	Other book printing and binding	
09	440114C	Pamphlet printing and binding or printing only (excluding advertising pamphlets)	
09	45	Manifold business forms	
09	4501	Manifold business forms	
09	450101	Unit set business forms, loose or bound, including label/form type	
09	450102	Manifold books (incl. sales) and pegboard accounting systems	
09	450103	Custom continuous business forms	
09	450104	Stock continuous business forms	
09	47	Commercial printing	
09	4701	Magazine and periodical printing	
09	470102	Magazine and periodical printing (lithographic) (offset)	
09	470103	Magazine and periodical printing (gravure)	
09	4702	Label and wrapper printing for packaging	
09	470201	Label and wrapper printing (letterpress)	
09	470202	Label and wrapper printing (lithographic) (offset)	
09	470203	Label and wrapper printing (gravure)	
09	470205	Label and wrapper printing (flexographic)	
09	4703	Catalog and directory printing	
09	470302	Catalog and directory printing (lithographic) (offset)	
09	470303	Catalog and directory printing (gravure)	
09	4704	Financial and legal printing (lithographic) (offset)	
09	470402	Financial and legal printing (lithographic) (offset)	
09	4705	Advertising printing	
09	470501	Advertising printing (letterpress)	
09	470502	Advertising printing (lithographic) (offset)	
09	4705021	Direct mail advertising printing (lithographic) (offset)	
09	4705022	Advertising printing (lithographic) except direct mail	
09	470503	Advertising printing (gravure)	
09	4706	Other general job printing	
09	470601	Other commercial and general job printing (letterpress)	
09	470603	Other commercial and general job printing (gravure)	
09	470604	Quick printing	
09	470609	Other commercial and general job printing	
09	4706091	General job printing, nec (lithographic) (offset)	
09	4711	Commercial printing, n.e.c.	
09	471101	Screen printed materials	
09	4711011	Screen printed labels	
09	4711012	Screen printed materials except labels and garments, apparel accessories and other textiles	
09	47110121	Screen printed advertising materials	
09	47110122	Screen printed decalcomanias and pressure sensitives	
09	47110123	Other commercial and general job printing (screen)	
09	471102	Engraving (printing)	
09	471103	Digital commercial printing	
09	471106	Printing other than labels and wrappers (flexographic)	
09	48	Blankbooks, binders, and bookbinding work	
09	4801	Checkbooks, blankbooks, looseleaf binders, and devices	
09	480103	Checkbooks, incl. inserts and refills, excl. continuous and die-cut	
09	480104	Blankbooks, looseleaf binders and devices	
09	48010401	Blankbook making, except checkbooks	
09	48010402	Looseleaf binders, devices, and forms	
09	4802	Tradebinding and related work	
09	480201	Edition, library and other hardcover book binding	
09	480203	Miscellaneous binding and postpress work	
09	480204	Softcover, pamphlet, samplebook and other binding of books and materials printed elsewhere	
09	49	Services for the printing trade	
09	4905	Services for the printing trade	
09	490501	Prepress services, except platemaking	
09	490502	Printing plates prepared for printing exc blanks	
10	-	Metals and metal products	
10	1	Iron and steel	
10	11	Iron ores	
10	1105	Iron ores	
10	110555	Iron ores	
10	12	Iron and steel scrap	
10	1211	Carbon steel scrap	
10	121191	Heavy melting scrap	
10	121192	Carbon steel scrap bundles	
10	121193	Shredded carbon steel scrap	
10	121194	Cut plate and structural scrap	
10	121195	Other carbon steel scrap	
10	1212	Stainless and other alloy steel scrap	
10	121208	Stainless and other alloy steel scrap	
10	1213	Cast iron scrap	
10	121308	Cast iron scrap	
10	1215	Other ferrous scrap	
10	121501	Other ferrous scrap	
10	15	Foundry and forge shop products	
10	1502	Pressure and soil pipe & fittings, cast iron	
10	15021	Pressure pipe & fittings, cast iron	
10	150211	Pressure pipe & fittings, ductile iron	
10	150215	Pressure pipe & fittings, gray iron	
10	150227	Soil pipe & fittings, cast iron	
10	1504	Other gray and ductile iron castings	
10	150413	Ductile iron castings (excluding pressure pipe & fittings)	
10	1504131	Ductile iron castings for automotive uses	
10	1504132	Ductile iron castings for all other uses	
10	150419	Gray iron castings (excluding soil & pressure pipe & fittings)	
10	1505	Standard and pearlitic malleable iron castings	
10	150501	Standard and pearlitic malleable iron castings	
10	1506	Steel investment castings	
10	150624	Steel investment castings	
10	1507	Carbon steel castings, except investment	
10	150701	Carbon steel castings, except investment	
10	1508	High alloy steel castings, except investment	
10	150801	High alloy steel castings, except investment	
10	1509	Other alloy steel castings, except investment	
10	150901	Other alloy steel castings, except investment	
10	1513	Other forge shop products	
10	151318	Open die and smith forgings (hammer and press), ferrous	
10	151329	Seamless rolled ring forgings, ferrous	
10	151359	Closed die forgings, ferrous	
10	15135911	Hot impression die impact, press and upset steel forgings	
10	151359111	Hot impression die impact, press, and upset carbon steel forgings	
10	151359112	Hot impression die impact, press, & upset alloy steel forgings, except stainless and high temp	
10	151359113	Hot impression die impact, press, and upset stainless steel forgings	
10	16	Electrometallurgical ferroalloy products	
10	1609	Electrometallurgical ferroalloy products	
10	160901	Electrometallurgical ferroalloy products	
10	17	Steel mill products	
10	1702	Semifinished steel mill products	
10	170202	Wire rod, carbon	
10	170203	Steel ingots and semifinished steel mill products, carbon	
10	170204	Steel ingots and semifinished steel mill products, alloy	
10	170205	Steel ingots and semifinished steel mill products, stainless	
10	170206	Other steel mill products	
10	1703	Hot rolled steel sheet and strip, including tin mill products	
10	170301	Hot rolled steel sheet and strip, including tin mill products	
10	1704	Hot rolled steel bars, plates, & structural shapes	
10	170402	Hot rolled steel bars, carbon	
10	170403	Hot rolled steel plates, carbon	
10	170404	Hot rolled steel structural shapes, carbon	
10	170405	Concrete reinforcing bar, carbon	
10	170406	Hot rolled steel bars, plates, & structural shapes, alloy	
10	170407	Hot rolled steel bars, plates, & structural shapes, stainless	
10	1705	Steel wire	
10	170501	Steel wire, carbon	
10	170502	Steel wire, stainless steel	
10	170503	Steel wire, alloy	
10	1706	Steel pipe and tube	
10	170671	Oil country tubular goods(OCTG), standard, line pipe, carbon	
10	170672	Pressure, mechanical, structural and other steel pipe and tube, carbon	
10	170673	Steel pipe and tube, alloy	
10	170674	Steel pipe and tube, stainless steel	
10	1707	Cold rolled steel sheet and strip	
10	170702	Cold rolled steel sheet and strip, carbon	
10	1708	Cold finished steel bars and bar shapes	
10	170802	Cold finished steel bars and bar shapes, carbon	
10	170803	Cold finished steel bars and bar shapes, alloy	
10	170804	Cold finished steel bars and bar shapes, stainless	
10	2	Nonferrous metals	
10	21	Nonferrous metal ores	
10	2102	Copper ores	
10	210201	Copper ores	
10	2105	Gold ores	
10	210501	Gold ores	
10	2106	Lead and zinc ores	
10	210601	Lead and zinc ores	
10	2112	Other metal ores	
10	211201	Other metal ores	
10	22	Primary nonferrous metals	
10	2201	Primary nonferrous metals	
10	220110	Primary aluminum ingot, billet and other forms	
10	220131	Copper cathode and refined copper	
10	220181	Other nonferrous metals, unalloyed	
10	2201813	Primary precious metals and precious metal alloys	
10	2201814	All other miscellaneous primary nonferrous metals (ex Al, CU, zinc and precious)	
10	23	Nonferrous scrap	
10	2301	Copper base scrap	
10	230101	No. 1 copper scrap, including wire	
10	230102	No. 2 copper scrap, including wire	
10	230103	Yellow brass scrap	
10	230104	Other copper and brass scrap	
10	2302	Aluminum base scrap	
10	230201	Solids and clippings, new aluminum base scrap	
10	230202	Borings, turnings, and other new aluminum base scrap	
10	230205	Used beverage can scrap	
10	230206	Other old aluminum base scrap	
10	2303	Other nonferrous scrap (including lead, zinc and precious metals)	
10	230309	Other nonferrous scrap (including lead, zinc and precious metals)	
10	24	Secondary nonferrous metals	
10	2402	Secondary aluminum	
10	240229	Secondary aluminum	
10	2403	Secondary copper, alloyed and unalloyed	
10	240339	Secondary copper, alloyed and unalloyed	
10	2406	Secondary precious metals	
10	240669	Secondary precious metals	
10	2408	All other miscellaneous secondary nonferrous metals, including lead	
10	240801	All other miscellaneous secondary nonferrous metals, including lead	
10	25	Nonferrous mill shapes	
10	2501	Aluminum mill shapes	
10	250105	Aluminum sheet and strip	
10	250111	Plain aluminum foil (under .006 inches)	
10	250129	Aluminum plate	
10	250143	Rolled aluminum rod and bar, inc continuous cast	
10	250162	Extruded aluminum rod, bar, and other extruded shapes	
10	250163	Aluminum extruded and drawn pipe and tube	
10	2502	Copper and brass mill shapes	
10	250237	Copper and copper-base alloy sheet, strip and plate	
10	250238	Copper and copper-base alloy rod, bar and shapes	
10	250239	Copper and copper-base alloy pipe and tube	
10	2504	Nickel and nickel-base alloy mill shapes	
10	250466	Nickel and nickel-base alloy mill shapes	
10	2505	Titanium and titanium-base alloy mill shapes	
10	250505	Titanium and titanium-base alloy mill shapes	
10	2519	Other nonferrous mill shapes	
10	251903	Precious metal mill shapes	
10	251935	All other nonferrous metal mill shapes	
10	26	Nonferrous wire and cable	
10	2603	Nonferrous wire and cable	
10	260301	Electronic wire and cable	
10	260302	Telephone and telegraph wire and cable	
10	260306	Building wire and cable	
10	260314	Copper wire and cable	
10	260327	Apparatus wire from purchased insulated wire	
10	260331	Aluminum wire and cable	
10	260332	Power wire and cable	
10	260333	Fiber optic cable	
10	260398	Other wire and cable	
10	27	Nonferrous forge shop products	
10	2701	Nonferrous forge shop products	
10	270111	Nonferrous forge shop products	
10	2701111	Hot impression die, impact, press and upset aluminum and other nonferrous forgings	
10	27011111	Hot impression die, impact, press and upset aluminum and aluminum alloy forgings	
10	27011112	Hot impression die, impact, press and upset titanium and titanium alloy forgings	
10	27011113	Other nonferrous hot impression die impact, press, and upset forgings	
10	2701112	Other nonferrous forgings, including cold impression die impact and seamless rolled	
10	28	Nonferrous foundry shop products	
10	2802	Castings, aluminum and aluminum-base alloy	
10	280204	Sand castings, aluminum and aluminum-base alloy	
10	280205	Permanent and semi-permanent mold castings, aluminum and aluminum-base alloy	
10	280206	Investment and other castings and cast products, aluminum and aluminum-base alloy	
10	280207	Aluminum die-castings	
10	2807	Castings, nonferrous (except aluminum)	
10	280701	Castings, nonferrous (except aluminum)	
10	2807011	Nonferrous die-castings (except aluminum)	
10	2807012	Other nonferrous castings (excl. die-castings), ex. copper & aluminum, incl. nickel and zinc	
10	2807013	Copper base castings (excluding die-castings)	
10	3	Metal containers	
10	31	Metal cans and can components	
10	3102	Steel cans and tinware end products	
10	310231	Steel cans and tinware end products	
10	3103	Aluminum cans and can components	
10	310331	Aluminum cans and can components	
10	32	Barrels, drums, pails and other metal containers	
10	3201	Barrels, drums, pails and other metal containers	
10	320105	Steel pails (1- to 12-gallon capacity) and fabricated steel boxes	
10	320106	Steel shipping barrels and drums (excl. beer barrels) (more than 12-galllon capacity)	
10	320107	All other metal containers	
10	4	Hardware	
10	41	Hardware, n.e.c.	
10	4101	Builders' hardware	
10	410104	Builders' hardware (lock units, key blanks, door & window hardware, cabinet hardware, etc.)	
10	4103	Transportation equipment hardware	
10	410311	Motor vehicle hardware	
10	410341	Other transportation equipment hardware	
10	4104	Furniture hardware	
10	410411	Furniture hardware	
10	4105	Other miscellaneous hardware	
10	410502	Other miscellaneous hardware	
10	42	Hand and edge tools	
10	4201	Hand and edge tools	
10	420135	Mechanics hand service tools	
10	420145	Edge tools, hand operated	
10	420155	Other handtools, n.e.c.	
10	4201554	All other handtools, n.e.c.	
10	420168	Saw blades and handsaws	
10	5	Plumbing fixtures and fittings	
10	52	Vitreous china plumbing fixtures and china & earthenware bathroom accessories	
10	5201	Vitreous china plumbing fixtures and china & earthenware bathroom accessories	
10	520114	Vitreous china plumbing fixtures and china & earthenware bathroom accessories	
10	54	Plumbing fixture fittings and trim	
10	5402	Plumbing fixture fittings and trim	
10	540211	Bath and shower fittings	
10	540218	Lavatory and sink fittings	
10	540223	Other plumbing fixture fittings and trim	
10	56	Enameled iron & metal sanitary ware	
10	5601	Enameled iron & metal sanitary ware	
10	560102	Enameled iron & metal sanitary ware	
10	6	Heating equipment	
10	61	Steam and hot water equipment	
10	6101	Steam and hot water equipment	
10	610106	Cast iron heating boilers, radiators and convectors	
10	610112	Steel heating boilers (15 psi or less) and all hot water heating boilers (except parts)	
10	62	Furnaces and heaters, including parts	
10	6201	Furnaces and heaters, including parts	
10	620146	Furnaces and heaters, including parts	
10	6201461	Warm air furnaces, including parts	
10	6201462	Floor & wall furnaces, unit heaters, infrared heaters, & mechanical stokers, including parts	
10	63	Other heating equipment, non-electric, including parts	
10	6301	Other heating equipment, non-electric, including parts	
10	630161	Other heating equipment, non-electric, including parts	
10	64	Domestic heating stoves	
10	6401	Domestic heating stoves	
10	640141	Domestic heating stoves	
10	66	Domestic water heaters	
10	6601	Domestic water heaters	
10	660101	Household water heaters, electric, for permanent installation	
10	660114	Household water heaters, except electric	
10	7	Fabricated structural metal products	
10	71	Metal doors, sash, and trim	
10	7102	Metal doors and frames (except storm)	
10	710209	Metal doors and frames (except storm)	
10	7103	Metal windows (except storm sash)	
10	710313	Metal windows (except storm sash)	
10	7104	Metal molding and trim and store fronts	
10	710413	Metal molding and trim and store fronts	
10	7105	Metal combination screen, storm sash, and storm doors	
10	710515	Metal combination screen, storm sash, and storm doors	
10	7107	Metal window/door screens (except combination screens) and metal weather strip	
10	710717	Metal window/door screens (except combination screens) and metal weather strip	
10	72	Metal tanks	
10	7201	Metal tanks	
10	720104	Storage and other non-pressure tanks	
10	720122	Gas cylinders	
10	720126	Metal tanks, complete at factory, standard line pressure	
10	720135	Metal tanks and vessels, custom fabricated at factory, field erected	
10	7201351	Ferrous metal pressure tanks and vessels (more than 24 inch diameter and 5 cubic ft. capacity)	
10	7201352	All other metal tanks and vessels, custom fabricated at the factory	
10	720152	Metal tanks and vessels, custom fabricated and field erected	
10	73	Sheet metal products	
10	7301	Sheet metal products	
10	730120	Sheet metal air-conditioning ducts and stove pipe	
10	730141	Sheet metal culverts, flumes, irrigation pipes, etc.	
10	730170	Sheet metal roofing and roof drainage equipment	
10	73019	Sheet metal flooring and siding	
10	730191	Sheet metal siding	
10	7301A1	Sheet metal awnings, canopies, cornices, and soffits	
10	7301C	Sheet metal electronic enclosures	
10	7301C1	Steel sheet metal computer & peripheral equipment enclosures	
10	7301C2	Aluminum sheet metal computer & peripheral equipment enclosures	
10	7301C3	Other sheet metal electronic enclosures (excl. computers)	
10	7301G	Other sheet metal work	
10	7301G1	Sheet metal roof ventilators, louvers, & dampers for heating, ventilation, and air-conditioning	
10	74	Structural, architectural, and pre-engineered metal products	
10	7405	Fabricated structural metal	
10	74051	Fabricated structural metal bar joists and concrete reinforcing bars	
10	740510	Fabricated structural iron & steel for industrial bldgs metal bar joists, short span	
10	740514	Fabricated structural iron & steel for commercial, residential, institutional, & public bldgs.	
10	74055	Other fabricated structural metal, including for bridges	
10	740553	Fabricated structural metal for bridges	
10	740554	Other fabricated structural iron and steel, metal and aluminum, incl. iron & steel for ships	
10	7407	Custom roll form products	
10	74077	Custom roll form products	
10	7408	Ornamental and architectural metal work	
10	740803	Iron, steel, and aluminum stairs, staircases and fire escapes	
10	740811	Metal grilles, registers and air diffusers	
10	740813	Steel and aluminum fences, gates (not wire), and railings and window guards	
10	740814	Open metal flooring, grating and studs	
10	74082	Other architectural and ornamental metal work	
10	740821	Other aluminum and metal architectural and ornamental work	
10	740822	Other iron and steel architectural and ornamental work	
10	740824	Metal stalls and corrals	
10	7411	Fabricated metal pipe, tube, and fittings	
10	741151	Fabricated metal pipe, tube, and fittings	
10	75	Heat exchangers and steam condensers	
10	7501	Heat exchangers and steam condensers (except for nuclear applications)	
10	750103	Heat exchangers and steam condensers (except for nuclear applications)	
10	76	Fabricated steel plate	
10	7601	Fabricated steel plate	
10	760102	Fabricated steel plate	
10	77	Stationary and marine power boilers	
10	7701	Stationary and marine power boilers	
10	770105	Parts and attachments for steel power boilers exc. nuclear applications (sold separately)	
10	770107	Water tube steel, fire tube steam and vertical, and other power boilers (stationary and marine)	
10	79	Prefabricated metal buildings	
10	7901	Prefabricated metal building systems (excl. farm service bldgs, residential bldgs, and parts)	
10	790101	Prefabricated metal building systems (excl. farm service bldgs, residential bldgs, and parts)	
10	7901011	Non-industrial prefabricated metal building systems (excl. farm svc., residential, and parts)	
10	7901012	Industrial & commercial prefab metal building systems (excl farm svc bldgs, residential, parts)	
10	7902	Farm service buildings and other prefabricated and portable buildings, steel and aluminum	
10	790201	Farm service buildings and other prefabricated and portable buildings, steel and aluminum	
10	7903	Panels, parts, and sections for prefabricated buildings, steel and aluminum	
10	790354	Panels, parts, and sections for prefabricated buildings, steel and aluminum	
10	8	Miscellaneous metal products	
10	81	Bolts, nuts, screws, rivets, and washers	
10	8102	Externally threaded fasteners, except aircraft types	
10	810206	Hex bolts, including heavy, tap-and-joint	
10	810231	Cap, set, machine, lag, flange, and self-locking screws, except aircraft types	
10	810236	Tapping screws and wood screws, except aircraft types	
10	810262	Other metal bolts, incl. square, round, plow, high-strength structural, and bent	
10	810263	Other externally threaded metal fasteners, including studs, except aircraft types	
10	8103	Internally threaded fasteners, except aircraft types	
10	810312	Internally threaded fasteners, except aircraft types	
10	8104	Nonthreaded metal fasteners, except aircraft types	
10	810424	Nonthreaded metal fasteners, except aircraft types	
10	8105	Aircraft fasteners, except plastics (including aerospace)	
10	810536	Aircraft fasteners, except plastics (including aerospace)	
10	8106	Formed products, except fasteners, made by cold-, warm-, or hot-heading processes	
10	810648	Formed products, except fasteners, made by cold-, warm-, or hot-heading processes	
10	83	Lighting fixtures	
10	8302	Residential electric lighting fixtures, except portable	
10	830225	Residential electric lighting fixtures, except portable	
10	8303	Commercial, institutional and industrial electric lighting fixtures	
10	830302	Commercial and institutional electric lighting fixtures, including parts and accessories	
10	830304	Industrial electric lighting fixtures,including parts and accessories	
10	8305	Other lighting equipment	
10	830522	Outdoor lighting equipment (including parts and accessories)	
10	830524	All other miscellaneous electric and nonelectric lighting equipment, incl parts and accessories	
10	85	Ammunition, except for small arms	
10	8501	Ammunition, except for small arms	
10	850101	Ammunition, except for small arms	
10	86	Ordnance and ordnance accessories, n.e.c.	
10	8601	Ordnance and ordnance accessories, n.e.c.	
10	860101	Ordnance and ordnance accessories, n.e.c.	
10	88	Fabricated ferrous wire products	
10	8801	Ferrous wire rope, cable, forms and strand	
10	880101	Ferrous wire rope, cable, forms and strand	
10	8801012	Noninsulated ferrous wire rope, cable, forms and strand, made from purchased wire	
10	8807	Ferrous wire cloth, other woven wire products	
10	880701	Ferrous wire cloth, other woven wire products	
10	8807012	Ferrous wire cloth and other ferrous woven wire products, made from purchased wire	
10	8809	Other fabricated ferrous wire products	
10	880993	Steel fencing and fence gates	
10	880996	Other fabricated ferrous wire products, n.e.c.	
10	8812	Steel nails, staples, tacks, spikes and brads	
10	881201	Steel nails, staples, tacks, spikes and brads	
10	8812012	Steel nails, staples, tacks and spikes made in plants that draw wire	
10	89	Other miscellaneous metal products	
10	8904	Wire springs	
10	890424	Precision mechanical wire springs	
10	8904241	Precision mechanical extension- and torsion-type wire springs	
10	8904242	Precision mechanical compression-type springs	
10	890425	Other light gauge wire springs	
10	8905	Other metal products	
10	890507	Automotive job stampings	
10	890521	Precision turned products, automotive	
10	890522	Precision turned products, except automotive	
10	890552	Nonferrous woven wire, made from purchased wire	
10	890564	Metal powders, paste, and flake	
10	890571	Powder metallurgy parts, except bearings, gears, etc.	
10	890589	Other fabricated metal products	
10	8907	Metal stampings n.e.c.	
10	890701	Metal job stampings, except automotive	
10	8907011	Recreational vehicle metal job stamping	
10	8907012	Motor and generator metal job stamping	
10	8907013	Other metal job stampings	
10	8907014	Computer and office machine metal job stampings	
10	8907015	Electrical appliance metal job stamping	
10	890703	Metal spinning products, excluding cooking and kitchen utensils	
10	890706	Stamped  and pressed metal end products, including vitreous enameled products	
10	8908	Metal foil and leaf	
10	890802	Converted unmounted aluminium foil packaging products	
10	890811	Flexible packaging foil	
10	8909	Heavy gauge springs	
10	890912	Hot formed steel springs, except wire	
10	890913	Cold formed steel springs, except wire	
11	-	Machinery and equipment	
11	1	Agricultural machinery and equipment	
11	14	Agricultural machinery and equipment	
11	1401	Commercial turf and grounds care equipment, including parts and attachments	
11	140111	Commercial turf and grounds care equipment, including parts and attachments	
11	1402	Farm plows, harrows, rollers, pulverizers, etc., and attachments	
11	140211	Farm plows, harrows, rollers, pulverizers, etc., and attachments	
11	1403	Farm-type (power take-off hp) wheel tractors (2/4-wheel drive)(with or without attachments)	
11	140311	Farm-type (power take-off hp) wheel tractors (2/4-wheel drive)(with or without attachments)	
11	1404	Farm dairy equipment, sprayers and dusters, farm blowers, and attachments	
11	140411	Farm dairy equipment, sprayers and dusters, farm blowers, and attachments	
11	1405	Planting, seeding, and fertilizing machinery and attachments	
11	140511	Planting, seeding, and fertilizing machinery and attachments	
11	1406	Harvesting machinery (except hay and straw) and attachments	
11	140611	Harvesting machinery (except hay and straw) and attachments	
11	1407	Haying machinery and attachments	
11	140711	Haying machinery and attachments	
11	1408	All other farm machinery and equipment, excluding parts, including attachments	
11	140811	All other farm machinery and equipment, excluding parts, including attachments	
11	1409	Parts for farm machinery, for sale separately	
11	140911	Parts for farm machinery, for sale separately	
11	2	Construction machinery and equipment	
11	2A	Tractors and attachments, ex. parts	
11	2A03	Construction machinery for mounting (excluding parts, winches, snow clearing attachments)	
11	2A0302	Construction machinery for mounting (excluding parts, winches, snow clearing attachments)	
11	2A04	Tractor shovel loaders (skid steer, wheel, crawler, and integral design backhoes)	
11	2A0406	Tractor shovel loaders (skid steer, wheel, crawler, and integral design backhoes)	
11	2A05	Construction wheel and crawler tractors, dozers, self-propelled log skidders, etc.	
11	2A0501	Construction wheel and crawler tractors, dozers, self-propelled log skidders, etc.	
11	2B	Power cranes, draglines, & shovels (excavators) (incl. surface mining equipment) (excl. parts)	
11	2B05	Power cranes, draglines, & shovels (excavators) (incl. surface mining equipment) (excl. parts)	
11	2B0504	Power cranes, draglines, & shovels (excavators) (incl. surface mining equipment) (excl. parts)	
11	2C	Mixers, pavers, and related equipment (excluding parts)	
11	2C01	Mixers, pavers, and related equipment (excluding parts)	
11	2C0109	Mixers, pavers, and related equipment (excluding parts)	
11	2D	Off-highway, equipment, ex. parts	
11	2D02	Off-highway trucks, haulers, truck-type tractor chassis, trailers, etc. (excluding parts)	
11	2D0201	Off-highway trucks, haulers, truck-type tractor chassis, trailers, etc. (excluding parts)	
11	2D03	Graders, rollers & compactors, rough-terrain forklifts, scrapers, trenchers, etc. (excl. parts)	
11	2D0301	Graders, rollers & compactors, rough-terrain forklifts, scrapers, trenchers, etc. (excl. parts)	
11	2J	Misc. construction machinery and equipment	
11	2J01	Winches, aerial work platforms, and automotive wrecker hoists	
11	2J0101	Winches, aerial work platforms, and automotive wrecker hoists	
11	2J010175	Winches, all types (excluding parts)	
11	2J03	Other construction machinery and equipment (excluding parts)	
11	2J0301	Other construction machinery and equipment (excluding parts)	
11	2K	Parts for construction machinery and equipment, sold separately	
11	2K01	Parts for construction machinery and equipment, sold separately	
11	2K0101	Parts for cranes, draglines, and shovels (including surface mining equipment) (sold separately)	
