group_code	item_code	item_name
04	320121	Casual shoes,slip lasted,side . . . . . . . . . . . . . . . .	
04	320131	Casual shoe, cemented, side or patent	
04	3202	Women's and misses' footwear, imported	
04	320232	Women's dress shoe, imported	
04	320234	Women's sandals, imported	
04	3203	Women's plastic upper footwear	
04	320301	Dress shoes	
04	320303	Casual shoes	
04	320305	Sandals	
04	320309	Other plastic upper footwear	
04	3204	Women's other non-leather upper footwear	
04	320403	Casual footwear	
04	320404	Women's other upper dress shoes	
04	320405	Women's other upper sandals	
04	320407	House slippers, except slipper socks	
04	320505	Women's slippers	
04	33	Children's footwear, except athletic	
04	3301	Children's footwear, except athletic	
04	330101	Children's footwear, except slippers	
04	330111	Oxford, goodyear, elk or kip upper	
04	330112	Pump, cemented, patent side upper	
04	330141	Children's leather upper footwear	
04	330143	Children's non-leather upper footwear	
04	330145	Children's slippers	
04	34	Misses' footwear (size 12 1/2 - 2 1/2)	
04	3401	Misses' footwear	
04	340147	Misses' leather upper footwear	
04	340149	Misses non-leather upper footwear	
04	35	Youths', boys' ftwear. (size 12 1/2-6)	
04	3501	Youths', boys' footwear	
04	350101	Youths' and boys' footwear	
04	350153	Youths' and boys' leather upper footwear	
04	350155	Youths' and boy's non-leather upper footwear	
04	36	Infants', babies' ftwear. (size 1-8)	
04	3601	Infants', babies' footwear	
04	360101	Infants' and babies' footwear	
04	360159	Infants' and babies' leather upper footwear	
04	360161	Infants' and babies' non-leather upper footwear	
04	37	Athletic footwear	
04	3701	Athletic footwear	
04	370101	Athletic footwear	
04	370165	Athletic footwear designed for sports	
04	370167	All other athletic footwear	
04	38	Other footwear	
04	3801	Other footwear	
04	380169	All other footwear	
04	390101	All other footwear	
04	390102	All other footwear, excluding slippers	
04	410111	Week-end case, women's, nonleather	
04	410113	Luggage other than hand luggage	
04	410121	Briefcase,cowhide . . . . . . . . . . . . . . . . . . . . . .	
04	410122	Attache case, non-leather	
04	410129	Women's handbag, vinyl	
04	410131	Wallet, men's, leather	
04	42	Leather gloves and mittens	
04	4201	Leather gloves and mittens	
04	420101	Men's dress leather gloves	
04	420103	All leather dress & semidress gloves and mittens	
04	420104	All leather work gloves and mittens	
04	420105	Leather gloves and mittens	
04	43	Industrial leather	
04	4301	Industrial leather	
04	430101	Belting, industrial	
04	430102	Oil and grease retainer	
04	430103	Industrial leather belting/other industrial products	
04	44	Footwear cut stock	
04	4401	Footwear cut stock	
04	440101	Cut soles, men's	
04	440102	Boot and shoe cut stock and findings	
04	440111	Cut soles, womens	
05	110101	Chestnut	
05	110103	Buckwheat no. 1	
05	110104	Buckwheat no. 2	
05	110105	Buckwheat no. 3	
05	110106	Buckwheat no. 4	
05	110107	Buckwheat no. 5	
05	110108	Egg	
05	110109	Stove	
05	110111	Pea	
05	1201	Domestic sizes	
05	120101	Retail dealers	
05	120104	Large sizes	
05	120105	Stoker	
05	1202	Spot sales of prepared bituminous coal	
05	120208	Screenings	
05	120209	Steam electric utilities	
05	120211	Manufacturing	
05	120212	Metallurgical/coke producers	
05	120213	Metallurgical, low volatile	
05	120215	All other industrial users	
05	1203	Contract sales of prepared bituminous coal	
05	120301	Steam electric utilities	
05	120302	Manufacturing	
05	120303	Metallurgical/coke producers	
05	120304	Metallurgical, low volatile	
05	120305	Metallurgical, medium volatile	
05	120306	All other industrial users	
05	120321	Export	
05	1204	Unprepared bituminous coal and lignite	
05	120402	Unprepared bituminous coal and lignite	
05	1205	Prepared bituminous coal, resid./comm. use	
05	120501	Prepared bituminous coal, residential/commercial use	
05	1206	Prepared bituminous coal for export	
05	120601	Prepared bituminous coal for export	
05	1207	Prepared bituminous coal, intracomp. trans.	
05	120701	Prepared bituminuos coal, intracompany transfers	
05	120801	Unprepared bituminous coal and Lignite	
05	120901	Mechanically cleaned bituminous coal and lignite	
05	120902	Bituminous coal and Lignite, other preparation	
05	2	Coke oven products	
05	21	Coke (foundry by-products)	
05	210102	Birmingham, Alabama	
05	210103	Milwaukee, Wisconsin	
05	210104	Kearney, New Jersey	
05	210106	Detroit, Michigan	
05	210107	Ironton, Ohio	
05	210108	Indianapolis, Indiana	
05	210109	St. Louis, Missouri	
05	210111	Philadelphia, Pennsylvania	
05	22	Coke	
05	2201	Coke	
05	220101	Coke	
05	220105	Coke oven and blast furnace products	
05	220198	Other coke furnace products	
05	220199	Other coke oven products	
05	310101	Gas, natural	
05	310102	Interstate	
05	310103	Intrastate	
05	310104	Imported	
05	320103	Gas, propane, Okla., group 3	
05	320106	Ethane	
05	320107	Gas mixtures and other natural gas liquids	
05	4211	New England	
05	421101	New England	
05	4212	Mid-Atlantic	
05	421204	Mid-Atlantic	
05	421307	East North Central	
05	4214	West North Central	
05	421411	West North Central	
05	4215	South Atlantic	
05	421514	South Atlantic	
05	4216	East South Central	
05	421617	East South Central	
05	4217	West South Central	
05	421721	West South Central	
05	4218	Mountain	
05	421824	Mountain	
05	4219	Pacific	
05	421927	Pacific	
05	431101	New England	
05	4312	Mid-Atlantic	
05	431204	Mid-Atlantic	
05	4313	East North Central	
05	431307	East North Central	
05	4314	West North Central	
05	431411	West North Central	
05	4315	South Atlantic	
05	431514	South Atlantic	
05	4316	East South Central	
05	431617	East South Central	
05	4317	West South Central	
05	431721	West South Central	
05	4318	Mountain	
05	431824	Mountain	
05	4319	Pacific	
05	431927	Pacific	
05	45	Other electric power	
05	4521	Other electric power	
05	452101	Other electric power	
05	55	Other natural gas	
05	5521	Other natural gas	
05	552101	Other natural gas	
05	610101	Illinois Basin, sweet	
05	610111	Oklahoma, sweet	
05	610121	West Texas, sour	
05	610122	Texas Coast, upper, sweet	
05	610131	Wyoming, sour	
05	610141	California, Signal Hill, sour barrel	
05	710102	Gulf Coast, 94 octane, regular	
05	710103	Tulsa, 92 octane, regular	
05	710104	Los Angeles, 91 octane, regular	
05	710105	Chicago, 94 octane, regular	
05	7102	Leaded regular motor gasoline	
05	710201	Dealer tank-wagon to retail outlets	
05	710202	Sales to jobbers, retailers and other resellers	
05	710203	Sales to end users	
05	710301	Dealer tank-wagon to retail outlets	
05	710302	Sales to jobbers, retailers and other resellers	
05	710303	Sales to end users	
05	710401	Dealer tank-wagon to retail outlets	
05	710402	Sales to jobbers, retailers and other resellers	
05	710403	Sales to end users	
05	710502	Sales to jobbers, retailers and other resellers	
05	710503	Sales to end users	
05	720101	New York, kerosene or no. 1	
05	720102	Gulf Coast, kerosene	
05	720103	Tulsa, kerosene	
05	720105	Chicago, range or no. 1	
05	720106	Los Angeles, ps100, stove	
05	720303	Naphtha-type	
05	730101	New York,no. 2. . . . . . . . . . . . . . . . . . . . . . . .	
05	730102	Gulf Coast,no. 2. . . . . . . . . . . . . . . . . . . . . . .	
05	730103	Tulsa,no. 2 or diesel fuel. . . . . . . . . . . . . . . . . .	
05	730104	Los Angeles,ps200,diesel fuel . . . . . . . . . . . . . . . .	
05	730105	Chicago,no. 2 . . . . . . . . . . . . . . . . . . . . . . . .	
05	730301	Sales to end users	
05	7304	Other light fuel oils	
05	730401	Other light fuel oils	
05	740101	New York, bunker C, domestic	
05	740102	Gulf Coast, bunker C, ordinary	
05	740103	Tulsa no.6, ordinary	
05	740104	San Pedro, bunker C	
05	740105	Chicago, no. 6, 1 pct. max. sulfur	
05	7402	Cargo shipments to resellers	
05	740201	Cargo shipments to resellers	
05	740301	Steam electric utilities	
05	7404	Residual fuels	
05	740401	Containing 0.3% or less sulfur	
05	7405	Containing 0.31 to 1.0% sulfur	
05	740501	Containing 0.31 to 1.0% sulfur	
05	7406	Containing more than 1% sulfur	
05	740601	Containing more than 1% sulfur	
05	740701	Containing < 1% sulfur	
05	740702	Containing > 1% sulfur	
05	7408	Sales to end users	
05	740801	Sales to end users	
05	75	Lubricating oil materials	
05	7501	Lubricating oil base stocks	
05	750101	Neutral, West Pennsylvania	
05	750102	Bright stock, West Pennsylvania	
05	750103	Cylinder stock, West Pennsylvania	
05	750104	Neutral, Tulsa	
05	750105	Bright stock, Tulsa	
05	750106	Industrial oil	
05	750107	Pale, South Texas	
05	750111	Bright stock	
05	750112	Neutral stock	
05	750113	Pale oil	
05	7601	Automotive oil	
05	760101	Automotive motor oil, retail	
05	760102	Other automotive oil, retail	
05	760103	Automotive motor oil, commercial	
05	760104	Other automotive oil, commercial	
05	760106	Industrial oils	
05	760111	Petroleum grease	
05	7602	Industrial oil	
05	760201	Industrial oils	
05	760202	Process oil	
05	760203	Metalworking oil	
05	760301	Petroleum grease	
05	77	Petroleum wax	
05	7701	Petroleum wax	
05	770101	E. of Rockies, refined, 122-149 ASTM	
05	8101	Asphalt and other petroleum and coal products, n.e.c.	
05	810111	Petroleum coke	
05	810112	Asphalt	
05	810119	Other petroleum and coal products	
05	8101191	Other petroleum and coal products, made in coke oven establishments	
06	11	Inorganic chemicals	
06	1101	Alkalies and chlorine	
06	110101	Chlorine	
06	110102	Potassium hydroxide (caustic potash)	
06	110103	Sodium carbonate (soda ash)	
06	110104	Sodium hydroxide (caustic soda)	
06	110211	Carbon dioxide. . . . . . . . . . . . . . . . . . . . . . . .	
06	1103	Inorganic chemicals, n. e. c.	
06	110319	Barium carbonate	
06	110321	Barium chloride	
06	110322	Calcium phosphate, monobasic	
06	110323	Calcium phosphate, dibasic	
06	110324	Calcium phosphate, tribasic	
06	110325	Boric acid	
06	110327	Hydrochloric acid	
06	110329	Hydrofluoric acid	
06	110331	Nitric acid	
06	110333	Phosphoric acid	
06	110335	Sulfuric acid	
06	110336	Aluminum hydrated (al. hydroxide)	
06	110337	Aluminum oxide (alumina calcined)	
06	110338	Aluminum flouride	
06	110339	Aluminum sulfate	
06	110342	Ammonia, aqueous	
06	110343	Calcium carbide	
06	110345	Calcium carbonate, natural	
06	110347	Calcium chloride	
06	110349	Calcium hypochlorite	
06	110351	Calcium oxide (lime)	
06	110353	Calcium phosphate . . . . . . . . . . . . . . . . . . . . . .	
06	110355	Copper sulfate	
06	110357	Hydrogen peroxide	
06	110359	Lead arsenate . . . . . . . . . . . . . . . . . . . . . . . .	
06	110361	Magnesium sulfate	
06	110363	Manganese dioxide, synthetic	
06	110365	Phosphorus	
06	110367	Potassium chlorate	
06	110369	Salt, rock	
06	110371	Silica	
06	110372	Silver nitrate	
06	110373	Silver nitrate. . . . . . . . . . . . . . . . . . . . . . . .	
06	110375	Sodium bichromate	
06	110377	Sodium hydrosulfite	
06	110379	Sodium tripolyphosphate	
06	110381	Sodium chlorate	
06	110383	Sodium silicate	
06	110385	Sodium sulfate	
06	110387	Sodium sulfide	
06	110389	Sodium tetraborate	
06	110391	Sulfur, elemental	
06	110394	Sulfur dioxide	
06	110395	Sulfur (mono) chloride	
06	12	Organic chemicals	
06	1201	Crudes	
06	120102	Benzene	
06	120103	Butadiene	
06	120104	Coal tar pitch	
06	120105	Creosote oil	
06	120107	Naphthalene	
06	120108	Toluene	
06	120109	Xylene	
06	1202	Intermediates	
06	120214	Aniline	
06	120215	Detergent alkylate (dodecylbenzene)	
06	120216	Anthraquinone . . . . . . . . . . . . . . . . . . . . . . . .	
06	120219	Methyl chloride	
06	120221	P-xylene	
06	120222	P-dichlorobenzene	
06	120223	Phenol, synthetic	
06	120224	Sodium carboxymethyl cellulose	
06	120225	Styrene monomer	
06	120226	O-xylene. . . . . . . . . . . . . . . . . . . . . . . . . . .	
06	120227	Cyclohexane	
06	1204	Organic chemicals, n.e.c.	
06	120448	Glycerine, cp.	
06	120449	Glycerine, high gravity	
06	120451	Acetone	
06	120452	Acetic acid, anhydride	
06	120453	Acetic acid, glacial	
06	120454	Oleic acid	
06	120455	Acrylonitrile	
06	120456	Stearic acid	
06	120457	Alcohyl, butyl	
06	120458	Alcohol, denatured, prop. solvent	
06	120459	Alcohol, denatured, sdi	
06	120461	Alcohol, isopropyl	
06	120462	Alcohol, methyl (methanol)	
06	120463	Carbon disulfide	
06	120464	Carbon tetrachloride	
06	120466	Dioctyl phthalate	
06	120468	Ethyl ether	
06	120469	Ethyl acetate, synthetic	
06	120471	Ethylene glycol	
06	120472	Formaldehyde	
06	120473	Quinacridone pigment, red	
06	120474	Phthalocyanine blue toner	
06	120476	Hexamethylenetetramine	
06	120477	Monosodium glutamate (msg)	
06	120478	Pentaerythritol	
06	120479	Trichloroethylene	
06	120482	Vanillin	
06	120483	Vinyl acetate monomer	
06	120484	Vinyl chloride monomer	
06	120485	Shellac	
06	120486	Turpentine	
06	120487	Propylene glycol	
06	120488	Diisodecyl phthalate	
06	120489	2, 6-di-tert-butyl-p-cresol (bht)	
06	1301	Alkalies and chlorine	
06	130101	Chlorine liquid	
06	130102	Potassium hydroxide (caustic potash)	
06	130103	Natural sodium carbonate and sulfate	
06	130104	Sodium hydroxide, liquid (caustic soda)	
06	130105	Sodium hydroxide, dry	
06	130106	Chlorine gas	
06	130107	Chlorine	
06	130108	Sodium hydroxide (caustic soda)	
06	130109	Other alkalies	
06	130202	Alumimin fluoride	
06	130203	Aluminum hydroxide (alumina trihydrate	
06	130204	Aluminum oxide	
06	130205	Aluminum sulfate	
06	130206	Aluminum hydroxide	
06	130211	Calcium carbide	
06	130214	Calcium phosphate, dibasic	
06	130215	Copper sulfate	
06	130216	Sodium compounds	
06	130221	Hydrochloric acid	
06	130222	Hydrofluoric acid	
06	130223	Hydrogen peroxide	
06	130224	Other inorganic acids, inc. hydrochloric	
06	130232	Sulfuric acid	
06	130241	Nitric acid 42 degrees be	
06	130242	Other inorganic acids	
06	130261	Sodium borate (borax)	
06	130262	Sodium chlorate	
06	130263	Sodium hydrosulfite	
06	130264	Sodium metasilicate	
06	130265	Sodium silicates	
06	130266	Sodium sulfate	
06	130267	Sodium tripolyphosphate	
06	130268	Sodium tripolyphosphate (STPP)	
06	130272	Sulfur	
06	130273	Potassium compounds	
06	130274	Processed or refined potassium salts	
06	130275	Boron compounds	
06	130276	Gypsum	
06	130277	Fluorspar	
06	130281	Sulfuric acid (contact), 66 be	
06	130282	Other inorganic chemicals	
06	140101	Benzene	
06	140109	1,3 butadiene	
06	140121	Ethylene	
06	140131	Propylene, chemical grade	
06	140132	Propylene, polymer grade	
06	140141	Toluene	
06	140201	Acrylonitrile	
06	140202	Acetone	
06	140205	Aniline (oil)	
06	140211	Cumene	
06	140212	Cyclohexane	
06	140221	Ethylene oxide	
06	140231	Formaldehyde	
06	140235	Ortho - xylene	
06	140236	Para - xylene	
06	140241	Phenol, synthetic	
06	140242	Phenol	
06	140246	Phthalic anhydride	
06	140251	Styrene, monomer	
06	140261	Toluene 2, 4, + 2, 6 diisecyanate	
06	140271	Vinyl acetate, monomer	
06	140272	Vinyl chloride, monomer	
06	140299	Other intermediate organic chemicals	
06	140301	Acetic acid	
06	140302	Acetone	
06	140303	Adipic acid	
06	140311	1-Butanol (butyl alcohol)	
06	140321	Carbon disulfide	
06	140324	Carbon tetrachloride	
06	140328	Chlorodiflouromethane	
06	140329	Fluorinated hydrocarbons	
06	140331	Dichlorodiflouromethane	
06	140333	Diethylene glycol	
06	140335	Diisodecyl phthalate	
06	140337	Di (2-ethylhexyl) phthalate (DOP)	
06	140343	Ethyl acrylate, monomer	
06	140345	Ethylene dichloride	
06	140347	Ethylene glycol, polyester	
06	140349	Ethylene glycol, technical	
06	140351	Glycerin (glycerol)	
06	140356	Isopropanol (isopropyl alcohol), synthetic	
06	140361	Maleic anhydride	
06	140363	Methanol (methyl alcohol)	
06	140365	Methylchloroform	
06	140366	Methyl ethyl ketone (MEK)	
06	140367	Methyl isobutyl ketone (MIBK)	
06	140371	Perchloroethylene	
06	140375	Propylene glycol	
06	140381	Trichloroethylene	
06	140382	Trichlorofluoro methane	
06	15	Dyes	
06	150101	V gr. 1	
06	150104	Red, f d and c	
06	150105	M blk. 11	
06	150106	D blk. 78	
06	150109	Sol v 8	
06	210101	Interior water based paint	
06	210111	Varnish, floor	
06	210121	Enamel	
06	210131	Interior solvent based paint	
06	210141	Paint, outside	
06	210151	Paint, porch and deck	
06	210161	Paint, roof and barn	
06	210171	Exterior solvent based paint	
06	210181	Exterior water based paint	
06	2201	Paint resins	
06	220102	Calcium carbonate, whiting	
06	220103	Talc	
06	220104	Methyl methacrylate	
06	220105	Soya bean oil	
06	220106	N-butyl acetate	
06	220107	Methyl ethyl ketone	
06	220108	Xylene	
06	220111	Iron oxide	
06	220112	N-butyl acrylate	
06	220114	Epoxy, unmodified	
06	220116	White lead	
06	220117	Toluene diisocyanate	
06	220118	Melamine-formaldehyde resin	
06	220121	Titanium dioxide	
06	220131	Tung oil	
06	220132	Alkyd resins	
06	220136	Linseed oil	
06	220137	Soybean oil . . . . . . . . . . . . . . . . . . . . . . . . .	
06	220138	Castor oil	
06	220139	Tall oils	
06	220141	Mineral spirits	
06	220146	Gum rosin	
06	220151	Ethyl acrylate, monomer	
06	220162	Glycerine, high gravity	
06	220166	Zinc oxide	
06	220171	Phthalic anhydride	
06	220181	Pentaerythritol	
06	220182	Lead naphthenate	
06	220191	Nitrocellulose	
06	220192	Polyvinyl acetate	
06	220193	Styrene butadiene	
06	220202	Calcium carbonate	
06	220203	Chrome yellow	
06	220204	Chrome colors	
06	220205	Yellow iron oxide	
06	220207	Kaolin clay	
06	220208	Talc	
06	220211	Zinc oxide	
06	220212	Colored lead pigments	
06	220214	Zinc dust	
06	220215	Zinc dust	
06	220216	Phthalocyanine blue (blue 15)	
06	2203	Paint solvents	
06	220301	Acetone	
06	220302	N-butyl alcohol	
06	220303	Isopropyl alcohol	
06	220305	Ethyl acetate	
06	220307	Methyl ethyl ketone	
06	220309	Mineral spirits, rule 66 (special naphthas)	
06	220311	Xylenes	
06	220312	Methyl ethyl ketone (mek)	
06	220401	Cobalt naphthenate	
06	220409	Talc, soapstone and pyrophyllite	
06	230101	Allied paint products	
06	230102	Putty and putty products	
06	230103	Miscellaneous paint products	
06	230111	Paint and varnish removers	
06	230112	Thinners for dopes, lacquers & oleoresinous thinners	
06	230113	Misc. related prod., inc putty, brush cleaners, etc.	
06	3101	Medicinal and botanical chemicals	
06	310101	Phenacetin (acetophenetidin)	
06	310103	Aspirin (acetylsalicylic acid)	
06	310105	Citric acid	
06	310109	Salicylic acid	
06	310117	Bismuth subnitrate	
06	310118	Calcium cyclamate . . . . . . . . . . . . . . . . . . . . . .	
06	310128	Cellulose gum	
06	310131	Codeine sulphate	
06	310132	Cortisone acetate	
06	310133	Phenylpropanolamine hydrochloride	
06	310137	Gum arabic	
06	310142	Isoniazid	
06	310144	L-lysine monohydrochloride	
06	310145	Menthol	
06	310146	Penicillin	
06	310147	Phenobarbital	
06	310148	Pentobarbital	
06	310149	Potassium iodide	
06	310151	Reserpine	
06	310154	Neomycin sulfate	
06	310161	Sulfadiazine	
06	310162	Streptomycin sulfate	
06	310163	Sulfanilamide	
06	310165	Sulfapyridine	
06	310167	Sulfathiazole	
06	310168	Vitamin A, synthetic, dry	
06	310169	Vitamin B1	
06	310171	Vitamin B6	
06	310172	Vitamin B2	
06	310173	Vitamin B12	
06	310174	Vitamin C	
06	310201	Synthetic organic medicinal chemicals, bulk	
06	31020102	Other synthetic organic medicinal chemicals, excluding antibiotics	
06	310202	Medicinals and botanicals, all other medicinal chemicals and botanical products, in bulk	
06	31020201	Botanical drugs, alkaloid drugs, naturally occurring vitamins, drugs of animal origin, mixtures	
06	31020202	Medicinals and botanicals, in bulk, other organic and inorganic medicinal chemicals	
06	3401	Prescription	
06	340109	Prescription	
06	3402	Non-prescription	
06	340209	Other non-prescription	
06	340309	Other veterinary preparations	
06	35	Preparations, ethical (prescription)	
06	3501	Systemic anti-infectives	
06	350111	Cephalosporins	
06	350112	Broad spectrum penicillins	
06	350113	Erythromycins	
06	350114	Tetracyclines	
06	350119	Other broad and medium spectrum antibiotics	
06	350129	Systemic penicillins	
06	350139	Urinary antibacterials	
06	3502	Anti-arthritics	
06	350201	Anti-arthritics	
06	3503	Sedatives	
06	350301	Sedatives	
06	3504	Ataractics	
06	3505	Antispasmodic/antisecretory	
06	350501	Antispasmadic/antisecretory	
06	3506	Cardiovascular therapy	
06	350611	Antihypertensive drugs	
06	350612	Vasodilators	
06	350619	Other cardiovasculars	
06	3507	Diabetes therapy	
06	350701	Diabetes therapy	
06	3508	Hormones	
06	350801	Hormones	
06	3509	Diuretics	
06	350901	Diuretics	
06	3511	Dermatologicals	
06	351111	Fungicides	
06	351112	Antipruritics	
06	351113	Acne preparations	
06	351114	Topical anti-infectives	
06	351119	Other dermatological preparations	
06	3512	Hematinics	
06	3513	Analgesics, internal	
06	351311	Codeine and combinations	
06	351312	Narcotic analgesics	
06	351323	Non-narcotic analgesics	
06	3514	Anti-obesity preparations	
06	3515	Cough and cold preparations	
06	351501	Cough and cold preparations	
06	351511	Oral cold preparations	
06	351512	Nasal decongestants	
06	351519	Other cough and cold preparations	
06	3516	Vitamins	
06	351611	Multivitamins	
06	351612	B-complex	
06	351618	Other vitamins	
06	351619	Other vitamins	
06	3517	Hospital solutions	
06	351701	Hospital solutions	
06	3599	Miscellaneous ethical preparations	
06	359913	Anticoagulants	
06	359914	Anticonvulsants	
06	359915	Systemic antihistamines	
06	359916	Bronchial therapy	
06	359917	Cancer therapy products	
06	359918	CNS stimulants	
06	359919	Contraceptives, exc. devices, implants, kit, etc.	
06	359922	Muscle relaxants	
06	359923	Nutrients and supplements	
06	359924	Opthalmic and otic preparations	
06	359925	Psychotherapeutics	
06	359926	Tuberculosis therapy	
06	359999	Other miscellaneous ethical preparations	
06	36	Preparations, proprietary (over counter)	
06	3601	Vitamins	
06	360111	Adult multivitamins	
06	360112	B-complex	
06	360119	Other vitamins	
06	3602	Cough and cold preparations	
06	360221	Cough syrups, expectorants, drops, lozenges, etc.	
06	360222	Cold tablets, capsules	
06	360223	Decongestants	
06	360229	Other cough and cold preparations	
06	3603	Laxatives	
06	360301	Laxatives	
06	3604	Analgesics, internal	
06	360411	Asprin/asprin-salicylate compounds	
06	360412	Non-aspirin	
06	3605	Tonics and alteratives	
06	3606	External analgesics and counterirritants	
06	360601	External analgesics and counterirritants	
06	3607	Antiseptics and antibacterials	
06	360701	Antiseptics and antibacterials	
06	3608	Antacids	
06	360801	Antacids	
06	360811	Liquids	
06	360819	Other antacids	
06	3609	Dermatologicals	
06	360911	Acne preparations	
06	360915	Antipruritics	
06	360919	Other dermatologicals	
06	3699	Miscellaneous proprietary preparations	
06	369914	Hematinics	
06	369915	Hemorrhoidal preparations	
06	369917	Nutrients and supplements	
06	369918	Opthalmic preparations	
06	369999	Other miscellaneous proprietary preparations	
06	3711	Blood and blood derivatives for human use	
06	371101	Antinemophilic factor	
06	371102	Human blood serums	
06	371103	Other blood & derivatives	
06	371104	Other blood derivatives	
06	371111	Blood and blood derivatives for human use	
06	3712	Vaccines, toxoids & antigens for human use	
06	371211	Vaccines	
06	371213	Antigens	
06	3714	Diagnostics and other biologicals	
06	371401	In-vitro diagnostics	
06	371402	In-vitro diagnostic substances	
06	371403	Allergenic products	
06	371405	Other biologics, except diagnostics, for human use	
06	3715	Biologicals for veterinary use	
06	371513	Vaccines & viruses, vet. use	
06	371514	Veterinary vaccines	
06	371516	Other biologicals for veterinary use	
06	3716	Biological prod. for indus. & other uses	
06	371601	Biological products for industrial & other uses	
06	371701	Biological products for veterinary, indust	
06	380101	Neoplasms, endocrine system, and metabolic diseases	
06	380201	Central nervous system and sense organs	
06	380301	Cardiovascular system	
06	380401	Respiratory system	
06	3804021	Antihistamines	
06	3804022	Bronchodilators	
06	380501	Digestive and genito-urinary systems	
06	380601	Skin preparations	
06	380701	Vitamins, nutrients and hematinic preparations	
06	380801	Parasitic and infective diseases	
06	410101	Castor oil	
06	410111	Coconut oil	
06	410121	Fish and marine animal oil	
06	410141	Soybean oil	
06	410151	Tallow, incl. inedible animal stearin	
06	410161	Grease, white, choice	
06	410171	Grease, yellow	
06	410181	Grease, other than wool grease	
06	5101	Mixed fertilizers	
06	5102	Complete mixed fert., dry form	
06	510201	Comp. mixed fert., dry, 5-10-15 NPK	
06	510211	Comp. mixed fert., dry, 6-24-24 NPK	
06	510221	Comp. mixed fert., dry, 10-10-10 NPK	
06	510231	Comp. mixed fert., dry, 12-12-12 NPK	
06	510241	Comp. mixed fert., dry, 13-13-13 NPK	
06	510251	Comp. mixed fert., dry, misc. NPK	
06	5103	Complete mixed fert., liquid form	
06	510301	Complete mixed fert., liquid form	
06	5104	Incomp. mixed fert.	
06	510401	Incomp. mixed fert., guarantees N & P205 only	
06	510411	Incomp. mixed fert., guar. P205 & K20 only	
06	510421	Incomp. mixed fert., guar. N & K20 only	
06	510431	Incomp. mixed fert., guar. N, P205 or K20	
06	520105	Anhydrous ammonia	
06	520111	Solid & solution nitrate	
06	520116	Ammonium sulfate	
06	520126	Nitrogen solutions	
06	520127	Nitric acid	
06	520135	Synthetic ammonia, nitric acid, and ammonium compounds	
06	520136	Urea	
06	520151	Nitrogenous tankage, processed	
06	520255	Phosphate rock	
06	520258	Phosphate rock, crude	
06	520259	Phosphate rock, processed	
06	520261	Phosphate rock 68-70 b.p.l.	
06	520262	Normal & enriched superphosphates	
06	520263	Triple superphosphates	
06	520265	Ammonium phosphates	
06	520267	Phosphoric acid, 52-54 percent APA	
06	520268	Other phosphatic fertilizer materials	
06	520269	Other phosphatic fertilizer materials	
06	520271	Superphosphates and other phosphate fertilizer materials	
06	5203	Potash	
06	520371	Potassium chloride (muriate) domestic	
06	520372	Potassium sulfate, standard	
06	520374	Potassium chloride (muriate) imported	
06	530101	Nonhousehold insecticides	
06	530102	Nonhousehold herbicides	
06	530103	Nonhousehold fungicides	
06	530104	Other nonhousehold pesticides	
06	530105	Household pesticides	
06	530106	Agricultural and commercial pesticides and chemicals	
06	530127	DDT	
06	530128	Pyrethrum flowers	
06	530131	2, 4, 5-t	
06	530132	2, 4 - D	
06	530133	Methyl parathion	
06	530134	Pentachlorophenol	
06	61	Plastic resins and materials	
06	6101	Plastic resins and materials	
06	610101	PE resin, low, pkg. film	
06	610102	PE resin, low, extrusion coating	
06	610103	PE resin, high, blow molding of bottles	
06	610104	Polystyrene resin, general purpose	
06	610105	Polystyrene resin, rubber modified	
06	610106	PVC resin, general purpose	
06	610107	PVC resin, flooring copolymer	
06	610108	Urea formaldehyde resin, particleboard	
06	610109	Phenolic molding compound	
06	610111	Phenolic resin, laminating	
06	610112	Polyester resin, unsat., laminating	
06	610113	Polypropylene resin, g.p., molding	
06	610114	Polypropylene resin, g.p., fiber	
06	610115	ABS resin, high impact, injection mldg. lb.	
06	610116	PVC resin, homopolymer dispersion	
06	6202	Polyester resins, saturated	
06	620201	Polyester resins saturated	
06	620202	Polyethylene terephthalate (PET) resins	
06	620203	All other saturated polyester resins	
06	620204	Polyester resins, saturated	
06	6203	Low density polyethylene resins	
06	620301	PE resin, low, film and sheeting	
06	620302	PE resin, low, extrusion coating	
06	620303	Pe resins, low (except lldpe), for all other uses	
06	620304	Linear low density polyethylene resins	
06	6204	High density polyethylene resins	
06	620401	PE resin, high, blow molding	
06	620402	PE resin, high, for all other users	
06	6205	Polypropylene resins	
06	620501	Polypropylene for injection molding	
06	620502	Polypropylene for fiber and filament	
06	620503	Polypropylene for all other uses	
06	620504	Polypropylene resins	
06	6206	Styrene plastics materials	
06	620601	Polystyrene resins, straight	
06	620602	Polystyrene resins, rubber modified	
06	620603	Acrylonitrile-butadiene-styrene (ABS)	
06	620604	Styrene plastics materials	
06	620609	All other styrene plastic materials	
06	6207	Vinyl and vinylidene resins	
06	620701	Polyvinyl chloride	
06	620702	Copolymer resins excluding dispersion	
06	620703	Dispersion resins	
06	620704	All other, including dispersion	
06	620705	Vinyl and vinylidene resins	
06	6208	Nylon resins	
06	620801	Nylon resins	
06	6209	Other thermoplastic resins	
06	620901	Other nonengineering thermoplastic resins	
06	620902	Other engineering thermoplastic resins	
06	620903	Acrylic resins	
